Samples;2048;Curves ;40;SampleDist;4.883E-04;Stímulus;Flimmer 4Hz
Point;Curve_1;Curve_2;Curve_3;Curve_4;Curve_5;Curve_6;Curve_7;Curve_8;Curve_9;Curve_10;Curve_11;Curve_12;Curve_13;Curve_14;Curve_15;Curve_16;Curve_17;Curve_18;Curve_19;Curve_20;Curve_21;Curve_22;Curve_23;Curve_24;Curve_25;Curve_26;Curve_27;Curve_28;Curve_29;Curve_30;Curve_31;Curve_32;Curve_33;Curve_34;Curve_35;Curve_36;Curve_37;Curve_38;Curve_39;Curve_40;
1756;-1.318E-04;1.962E-04;5.763E-05;8.046E-05;3.609E-05;-5.443E-05;1.809E-05;2.068E-05;-6.737E-06;-7.314E-05;7.917E-06;-1.222E-04;4.799E-05;-7.234E-05;-3.709E-05;-1.086E-04;6.266E-05;-1.364E-04;3.033E-05;-1.405E-04;-3.091E-05;1.135E-06;-3.273E-05;-1.016E-04;-2.356E-05;-6.478E-05;-2.358E-05;-7.151E-05;1.576E-05;-1.221E-04;7.538E-05;4.095E-06;-5.538E-05;5.728E-05;-9.780E-05;7.057E-05;-2.033E-05;-1.116E-05;-1.406E-04;-2.182E-06;
1757;-1.324E-04;1.956E-04;5.811E-05;8.055E-05;3.542E-05;-5.334E-05;1.806E-05;2.104E-05;-8.100E-06;-6.875E-05;5.342E-06;-1.221E-04;4.665E-05;-7.207E-05;-3.703E-05;-1.059E-04;6.272E-05;-1.333E-04;3.263E-05;-1.376E-04;-3.015E-05;-2.469E-06;-3.352E-05;-1.011E-04;-2.595E-05;-6.308E-05;-2.052E-05;-6.899E-05;1.497E-05;-1.191E-04;7.462E-05;4.822E-06;-5.129E-05;5.949E-05;-9.580E-05;9.828E-05;-2.003E-05;-1.119E-05;-1.442E-04;-3.181E-06;
1758;-1.333E-04;1.815E-04;5.708E-05;7.867E-05;3.388E-05;-5.222E-05;1.585E-05;2.213E-05;-8.009E-06;-6.330E-05;2.707E-06;-1.199E-04;4.496E-05;-7.189E-05;-3.661E-05;-1.034E-04;6.272E-05;-1.281E-04;3.503E-05;-1.375E-04;-2.958E-05;-7.193E-06;-3.230E-05;-1.008E-04;-2.934E-05;-6.638E-05;-1.885E-05;-6.966E-05;1.482E-05;-1.138E-04;7.459E-05;4.610E-06;-4.623E-05;6.012E-05;-9.359E-05;1.215E-04;-1.845E-05;-1.049E-05;-1.488E-04;-4.696E-06;
1759;-1.342E-04;1.569E-04;5.554E-05;7.682E-05;3.042E-05;-4.895E-05;1.279E-05;2.331E-05;-6.828E-06;-5.824E-05;-4.120E-07;-1.171E-04;4.366E-05;-7.031E-05;-3.491E-05;-1.014E-04;6.335E-05;-1.217E-04;3.663E-05;-1.399E-04;-2.894E-05;-1.137E-05;-2.982E-05;-1.015E-04;-3.195E-05;-7.177E-05;-1.743E-05;-7.369E-05;1.334E-05;-1.101E-04;7.480E-05;4.004E-06;-4.045E-05;6.055E-05;-9.162E-05;1.388E-04;-1.585E-05;-1.055E-05;-1.530E-04;-5.392E-06;
1760;-1.350E-04;1.282E-04;5.402E-05;7.564E-05;3.030E-05;-4.604E-05;1.161E-05;2.350E-05;-5.587E-06;-5.418E-05;-2.138E-06;-1.145E-04;4.378E-05;-6.686E-05;-3.313E-05;-9.953E-05;6.378E-05;-1.151E-04;3.790E-05;-1.455E-04;-2.864E-05;-1.395E-05;-2.725E-05;-1.034E-04;-3.295E-05;-7.862E-05;-1.537E-05;-7.754E-05;1.289E-05;-1.080E-04;7.277E-05;1.036E-06;-3.678E-05;6.112E-05;-8.969E-05;1.496E-04;-1.252E-05;-1.125E-05;-1.553E-04;-6.119E-06;
1761;-1.361E-04;1.047E-04;5.193E-05;7.528E-05;3.848E-05;-4.480E-05;9.520E-06;2.565E-05;-4.829E-06;-5.130E-05;-3.592E-06;-1.118E-04;4.469E-05;-6.238E-05;-3.210E-05;-9.802E-05;6.417E-05;-1.093E-04;3.830E-05;-1.529E-04;-2.855E-05;-1.367E-05;-2.476E-05;-1.064E-04;-3.334E-05;-8.564E-05;-1.328E-05;-8.017E-05;1.425E-05;-1.065E-04;7.141E-05;-1.387E-06;-3.630E-05;5.958E-05;-9.014E-05;1.470E-04;-8.731E-06;-1.076E-05;-1.534E-04;-5.150E-06;
1762;-1.376E-04;9.077E-05;4.933E-05;7.598E-05;5.813E-05;-4.428E-05;5.462E-06;2.843E-05;-2.195E-06;-5.155E-05;-3.895E-06;-1.096E-04;4.590E-05;-5.868E-05;-3.155E-05;-9.750E-05;6.466E-05;-1.068E-04;3.805E-05;-1.598E-04;-2.855E-05;-1.065E-05;-2.310E-05;-1.085E-04;-3.392E-05;-9.019E-05;-1.146E-05;-8.123E-05;1.658E-05;-1.066E-04;7.171E-05;-1.235E-06;-3.587E-05;5.791E-05;-9.244E-05;1.309E-04;-7.943E-06;-1.188E-05;-1.499E-04;-3.515E-06;
1763;-1.387E-04;8.262E-05;4.776E-05;7.758E-05;8.639E-05;-4.316E-05;1.071E-06;2.925E-05;1.864E-06;-5.318E-05;-2.562E-06;-1.079E-04;4.738E-05;-5.635E-05;-3.143E-05;-9.802E-05;6.562E-05;-1.089E-04;3.681E-05;-1.647E-04;-2.894E-05;-5.407E-06;-2.225E-05;-1.100E-04;-3.404E-05;-9.094E-05;-1.031E-05;-8.041E-05;1.834E-05;-1.085E-04;7.304E-05;-2.360E-07;-3.533E-05;5.719E-05;-9.489E-05;1.068E-04;-8.277E-06;-1.437E-05;-1.464E-04;-4.211E-06;
1764;-1.387E-04;7.765E-05;4.706E-05;7.982E-05;1.139E-04;-4.234E-05;-1.746E-06;2.868E-05;5.952E-06;-5.454E-05;3.451E-07;-1.090E-04;4.877E-05;-5.574E-05;-3.049E-05;-9.929E-05;6.529E-05;-1.133E-04;3.357E-05;-1.672E-04;-2.982E-05;6.202E-07;-2.225E-05;-1.095E-04;-3.340E-05;-8.834E-05;-1.076E-05;-7.714E-05;1.918E-05;-1.124E-04;7.423E-05;1.763E-06;-3.451E-05;5.761E-05;-9.762E-05;8.490E-05;-8.216E-06;-1.503E-05;-1.406E-04;-5.998E-06;
1765;-1.381E-04;7.565E-05;4.560E-05;8.121E-05;1.332E-04;-4.295E-05;-4.078E-06;2.740E-05;9.405E-06;-5.715E-05;6.705E-06;-1.132E-04;4.929E-05;-5.641E-05;-2.919E-05;-9.947E-05;6.299E-05;-1.179E-04;2.960E-05;-1.670E-04;-3.094E-05;5.890E-06;-2.182E-05;-1.071E-04;-3.274E-05;-8.240E-05;-1.267E-05;-7.157E-05;2.018E-05;-1.170E-04;7.526E-05;3.095E-06;-3.409E-05;5.855E-05;-1.005E-04;7.236E-05;-8.670E-06;-1.328E-05;-1.329E-04;-6.240E-06;
1766;-1.376E-04;7.547E-05;4.421E-05;8.218E-05;1.443E-04;-4.443E-05;-5.592E-06;2.653E-05;1.243E-05;-6.115E-05;1.300E-05;-1.161E-04;4.765E-05;-5.808E-05;-2.886E-05;-9.893E-05;6.099E-05;-1.231E-04;2.642E-05;-1.632E-04;-3.215E-05;1.001E-05;-2.073E-05;-1.034E-04;-3.268E-05;-7.423E-05;-1.597E-05;-6.539E-05;2.118E-05;-1.217E-04;7.759E-05;3.156E-06;-3.439E-05;5.982E-05;-1.030E-04;6.748E-05;-9.549E-06;-1.043E-05;-1.264E-04;-5.089E-06;
1767;-1.370E-04;7.605E-05;4.376E-05;8.306E-05;1.434E-04;-4.668E-05;-5.108E-06;2.643E-05;1.573E-05;-6.460E-05;1.612E-05;-1.184E-04;4.783E-05;-6.104E-05;-2.895E-05;-9.787E-05;5.969E-05;-1.286E-04;2.373E-05;-1.573E-04;-3.330E-05;1.264E-05;-2.076E-05;-9.868E-05;-3.207E-05;-6.571E-05;-1.976E-05;-5.994E-05;2.212E-05;-1.252E-04;8.071E-05;2.914E-06;-3.442E-05;6.176E-05;-1.040E-04;6.600E-05;-1.121E-05;-8.067E-06;-1.218E-04;-4.302E-06;
1768;-1.359E-04;7.735E-05;4.382E-05;8.452E-05;1.286E-04;-4.889E-05;-3.412E-06;2.710E-05;1.819E-05;-6.590E-05;1.576E-05;-1.211E-04;4.820E-05;-6.189E-05;-2.964E-05;-9.762E-05;5.951E-05;-1.337E-04;2.143E-05;-1.502E-04;-3.527E-05;1.301E-05;-2.146E-05;-9.256E-05;-3.110E-05;-5.820E-05;-2.197E-05;-5.634E-05;2.203E-05;-1.264E-04;8.377E-05;3.217E-06;-3.448E-05;6.361E-05;-1.026E-04;6.603E-05;-1.258E-05;-6.432E-06;-1.195E-04;-5.392E-06;
1769;-1.360E-04;7.956E-05;4.321E-05;8.655E-05;1.041E-04;-5.031E-05;-1.594E-06;2.877E-05;2.043E-05;-6.463E-05;1.509E-05;-1.228E-04;4.790E-05;-6.147E-05;-2.807E-05;-9.808E-05;5.854E-05;-1.360E-04;1.961E-05;-1.435E-04;-3.706E-05;1.122E-05;-2.225E-05;-8.602E-05;-3.010E-05;-5.330E-05;-2.233E-05;-5.443E-05;2.137E-05;-1.263E-04;8.616E-05;3.550E-06;-3.330E-05;6.527E-05;-9.959E-05;6.661E-05;-1.224E-05;-5.008E-06;-1.195E-04;-6.967E-06;
1770;-1.374E-04;8.247E-05;4.282E-05;8.845E-05;7.625E-05;-4.949E-05;2.227E-07;3.104E-05;2.188E-05;-6.193E-05;1.609E-05;-1.219E-04;4.711E-05;-6.092E-05;-2.643E-05;-9.535E-05;5.687E-05;-1.366E-04;1.840E-05;-1.395E-04;-3.781E-05;7.919E-06;-2.213E-05;-8.081E-05;-3.010E-05;-5.254E-05;-2.212E-05;-5.403E-05;2.073E-05;-1.252E-04;8.822E-05;3.913E-06;-3.106E-05;6.673E-05;-9.744E-05;6.730E-05;-1.064E-05;-3.070E-06;-1.229E-04;-7.512E-06;
1771;-1.396E-04;8.668E-05;4.230E-05;8.991E-05;5.329E-05;-4.731E-05;2.646E-06;3.410E-05;2.222E-05;-5.894E-05;1.724E-05;-1.187E-04;4.653E-05;-5.883E-05;-2.686E-05;-9.072E-05;5.775E-05;-1.362E-04;1.755E-05;-1.380E-04;-3.778E-05;3.437E-06;-2.101E-05;-7.827E-05;-3.071E-05;-5.636E-05;-2.227E-05;-5.591E-05;1.970E-05;-1.234E-04;8.949E-05;3.550E-06;-2.842E-05;6.767E-05;-9.674E-05;6.761E-05;-9.367E-06;-1.677E-06;-1.278E-04;-6.725E-06;
1772;-1.416E-04;9.173E-05;4.194E-05;8.973E-05;3.863E-05;-4.531E-05;5.250E-06;3.803E-05;2.146E-05;-5.654E-05;1.694E-05;-1.151E-04;4.593E-05;-5.571E-05;-2.813E-05;-8.587E-05;5.951E-05;-1.315E-04;1.752E-05;-1.410E-04;-3.688E-05;-9.546E-07;-1.961E-05;-7.990E-05;-3.068E-05;-6.305E-05;-2.291E-05;-6.033E-05;1.885E-05;-1.211E-04;8.949E-05;3.277E-06;-2.594E-05;6.761E-05;-9.729E-05;6.767E-05;-8.125E-06;-1.132E-06;-1.330E-04;-4.514E-06;
1773;-1.421E-04;9.673E-05;4.170E-05;8.870E-05;3.054E-05;-4.374E-05;7.552E-06;4.203E-05;2.167E-05;-5.506E-05;1.388E-05;-1.112E-04;4.447E-05;-5.153E-05;-2.849E-05;-8.169E-05;6.114E-05;-1.256E-04;2.006E-05;-1.465E-04;-3.660E-05;-4.559E-06;-1.758E-05;-8.402E-05;-3.046E-05;-7.105E-05;-2.264E-05;-6.654E-05;1.849E-05;-1.187E-04;8.852E-05;2.974E-06;-2.430E-05;6.724E-05;-9.756E-05;6.718E-05;-6.005E-06;-2.373E-06;-1.381E-04;-2.545E-06;
1774;-1.428E-04;1.010E-04;4.170E-05;8.827E-05;2.658E-05;-4.186E-05;9.096E-06;4.597E-05;2.252E-05;-5.445E-05;1.022E-05;-1.087E-04;4.408E-05;-4.648E-05;-2.834E-05;-7.957E-05;6.347E-05;-1.234E-04;2.200E-05;-1.516E-04;-3.515E-05;-7.072E-06;-1.598E-05;-8.684E-05;-3.022E-05;-7.959E-05;-2.227E-05;-7.257E-05;1.879E-05;-1.162E-04;8.670E-05;2.187E-06;-2.342E-05;6.700E-05;-9.817E-05;6.609E-05;-3.703E-06;-3.797E-06;-1.416E-04;-2.364E-06;
1775;-1.449E-04;1.022E-04;4.252E-05;8.827E-05;2.533E-05;-4.007E-05;7.673E-06;4.939E-05;2.234E-05;-5.357E-05;6.221E-06;-1.083E-04;4.353E-05;-4.087E-05;-2.774E-05;-7.848E-05;6.814E-05;-1.237E-04;2.282E-05;-1.586E-04;-3.221E-05;-5.164E-06;-1.453E-05;-9.014E-05;-3.001E-05;-8.707E-05;-2.182E-05;-7.717E-05;1.876E-05;-1.147E-04;8.455E-05;2.126E-06;-2.285E-05;6.582E-05;-1.014E-04;6.491E-05;-2.250E-06;-4.312E-06;-1.423E-04;-2.182E-06;
1776;-1.462E-04;1.019E-04;4.043E-05;8.988E-05;2.624E-05;-3.929E-05;3.978E-06;5.100E-05;2.167E-05;-5.315E-05;3.555E-06;-1.096E-04;4.166E-05;-3.675E-05;-2.658E-05;-7.809E-05;7.341E-05;-1.249E-04;2.285E-05;-1.663E-04;-3.100E-05;-2.580E-07;-1.086E-05;-9.347E-05;-3.107E-05;-9.197E-05;-2.221E-05;-7.899E-05;1.825E-05;-1.158E-04;8.234E-05;2.399E-06;-2.261E-05;6.476E-05;-1.060E-04;6.439E-05;-2.068E-06;-5.160E-06;-1.398E-04;-1.122E-06;
1777;-1.459E-04;1.018E-04;3.809E-05;8.948E-05;2.903E-05;-3.910E-05;-1.201E-06;5.178E-05;2.188E-05;-5.318E-05;2.768E-06;-1.129E-04;4.048E-05;-3.388E-05;-2.770E-05;-7.836E-05;7.735E-05;-1.273E-04;2.209E-05;-1.706E-04;-3.142E-05;4.285E-06;-7.560E-06;-9.423E-05;-3.083E-05;-9.270E-05;-2.348E-05;-7.929E-05;1.852E-05;-1.193E-04;8.122E-05;2.914E-06;-2.364E-05;6.403E-05;-1.110E-04;6.503E-05;-2.310E-06;-5.402E-06;-1.353E-04;-1.788E-06;
1778;-1.454E-04;1.012E-04;3.776E-05;8.812E-05;2.861E-05;-3.807E-05;-8.166E-06;5.139E-05;2.219E-05;-5.433E-05;2.132E-06;-1.190E-04;3.984E-05;-3.248E-05;-2.931E-05;-7.966E-05;8.004E-05;-1.332E-04;2.079E-05;-1.713E-04;-3.258E-05;7.011E-06;-5.622E-06;-9.393E-05;-2.901E-05;-8.691E-05;-2.376E-05;-7.790E-05;1.840E-05;-1.252E-04;8.022E-05;3.671E-06;-2.506E-05;6.279E-05;-1.166E-04;6.591E-05;-3.794E-06;-4.948E-06;-1.288E-04;-3.969E-06;
1779;-1.451E-04;9.967E-05;3.897E-05;8.782E-05;2.549E-05;-3.859E-05;-1.480E-05;5.015E-05;2.143E-05;-5.666E-05;1.920E-06;-1.257E-04;3.923E-05;-3.270E-05;-2.552E-05;-8.136E-05;8.092E-05;-1.412E-04;1.964E-05;-1.687E-04;-3.288E-05;8.283E-06;-4.834E-06;-9.365E-05;-2.728E-05;-7.862E-05;-2.218E-05;-7.214E-05;1.846E-05;-1.313E-04;7.850E-05;3.701E-06;-2.748E-05;6.085E-05;-1.215E-04;6.742E-05;-5.945E-06;-4.130E-06;-1.217E-04;-6.331E-06;
1780;-1.444E-04;9.785E-05;4.118E-05;8.867E-05;2.328E-05;-4.104E-05;-2.080E-05;5.000E-05;2.010E-05;-5.866E-05;2.132E-06;-1.313E-04;3.805E-05;-3.454E-05;-1.286E-05;-8.275E-05;8.165E-05;-1.492E-04;1.922E-05;-1.631E-04;-3.242E-05;7.435E-06;-4.198E-06;-9.217E-05;-2.616E-05;-6.995E-05;-2.067E-05;-6.569E-05;1.955E-05;-1.330E-04;8.013E-05;3.610E-06;-2.985E-05;5.773E-05;-1.253E-04;6.942E-05;-7.550E-06;-3.403E-06;-1.153E-04;-9.632E-06;
1781;-1.437E-04;9.646E-05;4.297E-05;8.879E-05;2.343E-05;-4.295E-05;-2.628E-05;4.957E-05;2.016E-05;-5.960E-05;2.435E-06;-1.356E-04;3.711E-05;-3.800E-05;1.039E-05;-8.354E-05;8.240E-05;-1.561E-04;1.864E-05;-1.552E-04;-3.203E-05;4.043E-06;-1.897E-06;-8.863E-05;-2.589E-05;-6.250E-05;-1.997E-05;-6.173E-05;1.918E-05;-1.326E-04;8.428E-05;4.004E-06;-2.785E-05;5.646E-05;-1.263E-04;7.136E-05;-9.125E-06;-4.070E-06;-1.116E-04;-1.263E-05;
1782;-1.426E-04;9.522E-05;4.476E-05;8.767E-05;2.415E-05;-4.331E-05;-3.034E-05;4.733E-05;2.082E-05;-5.827E-05;3.071E-06;-1.373E-04;3.605E-05;-4.108E-05;3.980E-05;-8.284E-05;8.240E-05;-1.610E-04;1.900E-05;-1.478E-04;-3.312E-05;-9.849E-07;-8.366E-07;-8.405E-05;-2.589E-05;-5.645E-05;-1.994E-05;-5.991E-05;1.776E-05;-1.335E-04;8.628E-05;2.793E-06;-2.318E-05;5.725E-05;-1.229E-04;7.521E-05;-8.337E-06;-4.372E-06;-1.113E-04;-1.569E-05;
1783;-1.403E-04;9.428E-05;4.573E-05;8.624E-05;2.458E-05;-4.310E-05;-3.315E-05;4.636E-05;1.879E-05;-5.482E-05;4.313E-06;-1.363E-04;3.451E-05;-4.302E-05;6.700E-05;-8.187E-05;8.252E-05;-1.644E-04;1.967E-05;-1.434E-04;-3.506E-05;-7.436E-06;-9.578E-07;-8.036E-05;-2.659E-05;-5.257E-05;-1.952E-05;-5.988E-05;1.634E-05;-1.347E-04;8.607E-05;9.710E-08;-1.761E-05;5.849E-05;-1.190E-04;7.942E-05;-5.460E-06;-2.434E-06;-1.118E-04;-1.672E-05;
1784;-1.378E-04;9.407E-05;4.673E-05;8.452E-05;2.558E-05;-4.262E-05;-3.379E-05;4.648E-05;1.546E-05;-5.230E-05;7.311E-06;-1.327E-04;3.309E-05;-4.287E-05;8.720E-05;-8.133E-05;8.134E-05;-1.647E-04;1.946E-05;-1.427E-04;-3.606E-05;-1.395E-05;-2.775E-06;-7.751E-05;-2.713E-05;-5.169E-05;-1.894E-05;-6.215E-05;1.528E-05;-1.318E-04;8.579E-05;-3.204E-06;-1.134E-05;5.916E-05;-1.159E-04;8.108E-05;-4.127E-06;-1.101E-06;-1.142E-04;-1.487E-05;
1785;-1.360E-04;9.334E-05;4.700E-05;8.346E-05;2.755E-05;-4.132E-05;-3.291E-05;4.776E-05;1.352E-05;-5.067E-05;9.037E-06;-1.251E-04;3.230E-05;-4.063E-05;1.008E-04;-8.187E-05;7.974E-05;-1.567E-04;1.867E-05;-1.461E-04;-3.612E-05;-1.922E-05;-5.561E-06;-7.666E-05;-2.853E-05;-5.430E-05;-1.812E-05;-6.739E-05;1.467E-05;-1.225E-04;8.749E-05;-4.537E-06;-4.799E-06;5.988E-05;-1.131E-04;8.023E-05;-4.097E-06;-9.501E-07;-1.196E-04;-1.393E-05;
1786;-1.354E-04;9.219E-05;4.603E-05;8.315E-05;2.967E-05;-3.916E-05;-3.100E-05;4.957E-05;1.298E-05;-4.779E-05;9.825E-06;-1.178E-04;3.327E-05;-3.681E-05;1.026E-04;-8.239E-05;7.953E-05;-1.392E-04;1.788E-05;-1.526E-04;-3.542E-05;-2.237E-05;-7.712E-06;-7.736E-05;-3.019E-05;-5.975E-05;-1.834E-05;-7.511E-05;1.425E-05;-1.039E-04;8.834E-05;-5.263E-06;3.494E-07;6.128E-05;-1.110E-04;7.821E-05;-4.249E-06;-1.798E-06;-1.262E-04;-1.369E-05;
1787;-1.356E-04;9.025E-05;4.500E-05;8.291E-05;3.154E-05;-3.717E-05;-2.891E-05;5.112E-05;1.316E-05;-4.485E-05;1.067E-05;-1.125E-04;3.309E-05;-3.094E-05;9.129E-05;-8.221E-05;7.959E-05;-1.122E-04;1.713E-05;-1.597E-04;-3.418E-05;-2.215E-05;-9.135E-06;-7.960E-05;-3.131E-05;-6.556E-05;-1.937E-05;-8.477E-05;1.404E-05;-7.653E-05;8.791E-05;-6.323E-06;3.075E-06;6.164E-05;-1.106E-04;7.602E-05;-2.704E-06;-2.646E-06;-1.317E-04;-1.372E-05;
1788;-1.364E-04;8.877E-05;4.361E-05;8.234E-05;3.233E-05;-3.450E-05;-2.622E-05;5.163E-05;1.410E-05;-4.313E-05;1.191E-05;-1.074E-04;3.166E-05;-2.594E-05;7.027E-05;-8.187E-05;8.059E-05;-7.770E-05;1.567E-05;-1.666E-04;-3.345E-05;-1.904E-05;-1.007E-05;-8.193E-05;-3.271E-05;-7.056E-05;-2.103E-05;-9.337E-05;1.322E-05;-4.873E-05;8.628E-05;-7.505E-06;3.408E-06;6.091E-05;-1.119E-04;7.278E-05;-4.022E-07;-3.040E-06;-1.355E-04;-1.278E-05;
1789;-1.374E-04;8.762E-05;4.164E-05;8.158E-05;3.139E-05;-3.096E-05;-2.352E-05;5.075E-05;1.664E-05;-4.352E-05;1.252E-05;-1.046E-04;3.200E-05;-2.409E-05;4.307E-05;-8.030E-05;8.222E-05;-4.427E-05;1.516E-05;-1.730E-04;-3.503E-05;-1.404E-05;-1.010E-05;-8.414E-05;-3.464E-05;-7.256E-05;-2.239E-05;-1.001E-04;1.243E-05;-2.771E-05;8.476E-05;-8.746E-06;1.980E-07;6.025E-05;-1.146E-04;6.909E-05;9.909E-07;-3.464E-06;-1.362E-04;-1.184E-05;
1790;-1.387E-04;8.662E-05;3.822E-05;8.161E-05;2.918E-05;-2.823E-05;-2.240E-05;4.912E-05;1.858E-05;-4.513E-05;1.210E-05;-1.042E-04;3.351E-05;-2.228E-05;1.839E-05;-7.954E-05;8.434E-05;-2.004E-05;1.534E-05;-1.766E-04;-3.845E-05;-8.768E-06;-9.620E-06;-8.593E-05;-3.695E-05;-7.026E-05;-2.336E-05;-1.041E-04;1.240E-05;-1.508E-05;8.440E-05;-8.837E-06;-4.890E-06;5.913E-05;-1.183E-04;6.549E-05;1.021E-06;-3.555E-06;-1.344E-04;-1.206E-05;
1791;-1.407E-04;8.647E-05;3.455E-05;8.185E-05;2.685E-05;-2.741E-05;-2.361E-05;4.733E-05;2.010E-05;-4.767E-05;1.146E-05;-1.061E-04;3.539E-05;-2.037E-05;4.974E-06;-8.087E-05;8.543E-05;-4.291E-06;1.610E-05;-1.765E-04;-4.118E-05;-3.589E-06;-9.256E-06;-8.687E-05;-3.864E-05;-6.390E-05;-2.485E-05;-1.051E-04;1.401E-05;-1.357E-05;8.337E-05;-7.898E-06;-1.025E-05;5.764E-05;-1.224E-04;6.221E-05;-6.910E-08;-4.160E-06;-1.314E-04;-1.218E-05;
1792;-1.428E-04;8.650E-05;3.152E-05;8.134E-05;2.409E-05;-2.802E-05;-2.676E-05;4.636E-05;2.206E-05;-4.952E-05;1.082E-05;-1.102E-04;3.730E-05;-1.995E-05;1.279E-06;-8.172E-05;8.501E-05;-2.595E-06;1.903E-05;-1.723E-04;-4.269E-05;8.322E-07;-9.014E-06;-8.687E-05;-3.973E-05;-5.466E-05;-2.545E-05;-1.034E-04;1.673E-05;-2.674E-05;8.219E-05;-7.202E-06;-1.555E-05;5.582E-05;-1.265E-04;5.961E-05;-2.734E-06;-6.038E-06;-1.273E-04;-1.287E-05;
1793;-1.456E-04;8.607E-05;2.986E-05;8.091E-05;2.179E-05;-3.072E-05;-3.037E-05;4.588E-05;2.391E-05;-5.043E-05;9.552E-06;-1.157E-04;4.038E-05;-2.137E-05;2.430E-06;-8.112E-05;8.498E-05;-1.804E-05;2.179E-05;-1.647E-04;-4.333E-05;3.709E-06;-9.196E-06;-8.645E-05;-4.034E-05;-4.488E-05;-2.467E-05;-9.892E-05;2.061E-05;-5.115E-05;8.128E-05;-7.202E-06;-1.885E-05;5.516E-05;-1.288E-04;5.761E-05;-6.793E-06;-8.188E-06;-1.220E-04;-1.445E-05;
1794;-1.485E-04;8.365E-05;3.070E-05;8.058E-05;2.119E-05;-3.368E-05;-3.452E-05;4.663E-05;2.431E-05;-5.070E-05;8.583E-06;-1.205E-04;4.220E-05;-2.355E-05;5.337E-06;-8.000E-05;8.598E-05;-4.415E-05;2.309E-05;-1.578E-04;-4.324E-05;4.891E-06;-8.226E-06;-8.563E-05;-4.082E-05;-3.634E-05;-2.300E-05;-9.277E-05;2.488E-05;-7.956E-05;8.149E-05;-8.565E-06;-2.091E-05;5.443E-05;-1.287E-04;5.752E-05;-1.085E-05;-1.007E-05;-1.163E-04;-1.642E-05;
1795;-1.483E-04;8.168E-05;3.249E-05;8.052E-05;2.131E-05;-3.602E-05;-3.742E-05;4.782E-05;2.349E-05;-5.064E-05;9.037E-06;-1.224E-04;4.126E-05;-2.528E-05;8.729E-06;-7.933E-05;8.773E-05;-7.461E-05;2.624E-05;-1.508E-04;-4.542E-05;2.256E-06;-5.046E-06;-8.369E-05;-4.122E-05;-3.119E-05;-2.070E-05;-8.689E-05;2.860E-05;-1.035E-04;8.213E-05;-1.047E-05;-2.206E-05;5.267E-05;-1.280E-04;5.794E-05;-1.436E-05;-1.146E-05;-1.109E-04;-1.754E-05;
1796;-1.460E-04;8.232E-05;3.434E-05;8.000E-05;2.158E-05;-3.759E-05;-3.860E-05;4.988E-05;2.176E-05;-4.976E-05;1.122E-05;-1.205E-04;3.860E-05;-2.591E-05;1.282E-05;-7.821E-05;8.946E-05;-1.001E-04;2.918E-05;-1.430E-04;-4.860E-05;-4.286E-06;-2.987E-06;-8.030E-05;-3.967E-05;-2.898E-05;-1.837E-05;-8.344E-05;3.209E-05;-1.164E-04;8.134E-05;-1.290E-05;-2.382E-05;5.022E-05;-1.265E-04;5.837E-05;-1.682E-05;-1.213E-05;-1.075E-04;-1.790E-05;
1797;-1.443E-04;8.295E-05;3.740E-05;7.970E-05;2.010E-05;-3.868E-05;-3.909E-05;5.221E-05;1.925E-05;-4.800E-05;1.376E-05;-1.166E-04;3.472E-05;-2.479E-05;1.739E-05;-7.679E-05;9.049E-05;-1.151E-04;3.045E-05;-1.368E-04;-5.026E-05;-1.031E-05;-2.139E-06;-7.815E-05;-3.834E-05;-2.813E-05;-1.655E-05;-8.308E-05;3.584E-05;-1.204E-04;8.022E-05;-1.592E-05;-2.479E-05;4.804E-05;-1.246E-04;5.922E-05;-1.767E-05;-1.146E-05;-1.061E-04;-1.899E-05;
1798;-1.429E-04;8.223E-05;3.764E-05;8.149E-05;1.940E-05;-4.086E-05;-3.924E-05;5.466E-05;1.813E-05;-4.576E-05;1.673E-05;-1.118E-04;3.024E-05;-2.176E-05;2.239E-05;-7.524E-05;9.231E-05;-1.205E-04;3.088E-05;-1.346E-04;-4.978E-05;-1.446E-05;-5.035E-07;-7.582E-05;-3.931E-05;-3.119E-05;-1.437E-05;-8.374E-05;4.041E-05;-1.207E-04;7.928E-05;-1.986E-05;-1.973E-05;4.689E-05;-1.228E-04;5.906E-05;-1.721E-05;-9.824E-06;-1.075E-04;-2.066E-05;
1799;-1.407E-04;8.144E-05;3.467E-05;8.270E-05;2.128E-05;-4.319E-05;-3.927E-05;5.769E-05;1.755E-05;-4.394E-05;1.988E-05;-1.059E-04;2.706E-05;-1.728E-05;2.648E-05;-7.312E-05;9.470E-05;-1.197E-04;3.118E-05;-1.370E-04;-4.811E-05;-1.640E-05;2.646E-06;-7.309E-05;-3.785E-05;-3.709E-05;-1.458E-05;-8.856E-05;4.562E-05;-1.184E-04;8.080E-05;-2.347E-05;-5.859E-06;4.607E-05;-1.211E-04;5.797E-05;-1.542E-05;-7.795E-06;-1.108E-04;-2.211E-05;
