Samples;2048;Curves ;40;SampleDist;4.883E-04;Stímulus;Flimmer 4Hz
Point;Curve_1;Curve_2;Curve_3;Curve_4;Curve_5;Curve_6;Curve_7;Curve_8;Curve_9;Curve_10;Curve_11;Curve_12;Curve_13;Curve_14;Curve_15;Curve_16;Curve_17;Curve_18;Curve_19;Curve_20;Curve_21;Curve_22;Curve_23;Curve_24;Curve_25;Curve_26;Curve_27;Curve_28;Curve_29;Curve_30;Curve_31;Curve_32;Curve_33;Curve_34;Curve_35;Curve_36;Curve_37;Curve_38;Curve_39;Curve_40;
42;-1.016E-04;1.408E-05;-1.171E-04;1.895E-05;-2.739E-05;9.836E-05;2.252E-06;-4.010E-05;-1.040E-05;4.419E-05;-2.134E-05;1.369E-05;-1.131E-05;-5.365E-05;5.767E-05;2.973E-05;-3.168E-05;-4.451E-05;5.922E-05;-1.024E-04;1.361E-04;-1.482E-04;-1.836E-06;1.683E-05;2.553E-05;1.058E-05;7.528E-05;-7.181E-05;-1.507E-05;4.525E-05;-2.548E-05;-2.301E-05;-7.464E-06;-3.213E-05;-1.579E-05;-8.261E-06;-1.969E-05;7.755E-05;-7.146E-05;-1.626E-05;
43;-1.046E-04;1.008E-05;-1.153E-04;1.789E-05;-2.836E-05;9.361E-05;2.131E-06;-4.104E-05;-1.252E-05;4.401E-05;-1.873E-05;1.275E-05;-1.246E-05;-5.135E-05;5.731E-05;3.052E-05;-3.253E-05;-4.306E-05;5.913E-05;-9.848E-05;1.358E-04;-1.448E-04;-2.915E-07;1.807E-05;2.635E-05;3.056E-05;7.570E-05;-6.463E-05;-1.455E-05;4.419E-05;-2.693E-05;-2.456E-05;-7.495E-06;-3.361E-05;-1.524E-05;-8.049E-06;-2.318E-05;7.725E-05;-7.270E-05;-1.751E-05;
44;-1.062E-04;7.056E-06;-1.146E-04;1.698E-05;-2.903E-05;8.961E-05;1.343E-06;-4.022E-05;-1.510E-05;4.143E-05;-1.695E-05;1.033E-05;-1.495E-05;-5.120E-05;5.719E-05;3.239E-05;-3.259E-05;-4.263E-05;5.937E-05;-9.660E-05;1.358E-04;-1.434E-04;1.314E-06;1.989E-05;2.578E-05;4.265E-05;7.652E-05;-5.500E-05;-1.422E-05;4.110E-05;-2.708E-05;-2.631E-05;-8.645E-06;-3.655E-05;-1.524E-05;-8.533E-06;-2.584E-05;7.843E-05;-7.333E-05;-1.757E-05;
45;-1.066E-04;4.784E-06;-1.151E-04;1.701E-05;-2.866E-05;8.592E-05;1.925E-07;-3.877E-05;-1.725E-05;3.798E-05;-1.655E-05;4.874E-06;-1.761E-05;-5.259E-05;5.537E-05;3.627E-05;-3.220E-05;-4.309E-05;5.937E-05;-9.851E-05;1.350E-04;-1.444E-04;1.586E-06;2.192E-05;2.414E-05;4.177E-05;7.673E-05;-4.561E-05;-1.368E-05;3.713E-05;-2.602E-05;-2.777E-05;-9.675E-06;-3.979E-05;-1.627E-05;-9.624E-06;-2.757E-05;7.907E-05;-7.339E-05;-1.799E-05;
46;-1.059E-04;2.695E-06;-1.166E-04;1.671E-05;-2.812E-05;8.298E-05;-5.647E-07;-3.708E-05;-1.940E-05;3.434E-05;-1.598E-05;-2.758E-06;-2.122E-05;-5.229E-05;5.334E-05;4.190E-05;-3.138E-05;-4.557E-05;6.001E-05;-1.033E-04;1.347E-04;-1.476E-04;5.868E-07;2.401E-05;2.151E-05;2.648E-05;7.610E-05;-3.774E-05;-1.259E-05;3.362E-05;-2.493E-05;-2.895E-05;-1.040E-05;-4.154E-05;-1.773E-05;-1.099E-05;-2.936E-05;7.891E-05;-7.312E-05;-1.932E-05;
47;-1.039E-04;1.847E-06;-1.194E-04;1.722E-05;-2.800E-05;8.140E-05;-1.261E-06;-3.523E-05;-2.197E-05;3.038E-05;-1.498E-05;-9.179E-06;-2.107E-05;-5.281E-05;5.461E-05;4.911E-05;-3.247E-05;-5.020E-05;6.092E-05;-1.095E-04;1.366E-04;-1.535E-04;-1.442E-06;2.685E-05;1.802E-05;-7.518E-07;7.594E-05;-3.298E-05;-1.174E-05;3.086E-05;-2.481E-05;-3.016E-05;-1.067E-05;-4.273E-05;-1.963E-05;-1.156E-05;-3.145E-05;7.855E-05;-7.267E-05;-2.069E-05;
48;-1.016E-04;2.543E-06;-1.233E-04;1.819E-05;-2.818E-05;8.125E-05;-1.928E-06;-3.317E-05;-2.536E-05;2.844E-05;-1.510E-05;-1.239E-05;-1.195E-05;-5.514E-05;5.585E-05;5.838E-05;-3.414E-05;-5.623E-05;6.283E-05;-1.160E-04;1.382E-04;-1.605E-04;-3.260E-06;2.961E-05;1.578E-05;-3.267E-05;7.622E-05;-3.362E-05;-1.149E-05;2.868E-05;-2.581E-05;-3.140E-05;-1.061E-05;-4.318E-05;-2.160E-05;-1.062E-05;-3.296E-05;7.876E-05;-7.088E-05;-2.302E-05;
49;-9.904E-05;3.482E-06;-1.276E-04;1.892E-05;-2.906E-05;8.186E-05;-2.594E-06;-3.141E-05;-2.760E-05;2.798E-05;-1.540E-05;-1.209E-05;9.160E-06;-5.768E-05;5.482E-05;6.495E-05;-3.262E-05;-6.177E-05;6.570E-05;-1.217E-04;1.382E-04;-1.683E-04;-4.229E-06;3.239E-05;1.572E-05;-5.872E-05;7.664E-05;-3.950E-05;-1.153E-05;2.714E-05;-2.757E-05;-3.195E-05;-9.706E-06;-4.348E-05;-2.433E-05;-1.005E-05;-3.432E-05;7.907E-05;-6.855E-05;-2.617E-05;
50;-9.571E-05;3.331E-06;-1.312E-04;1.886E-05;-3.069E-05;8.328E-05;-3.472E-06;-3.029E-05;-2.885E-05;2.774E-05;-1.607E-05;-8.906E-06;3.890E-05;-5.889E-05;5.261E-05;6.601E-05;-2.935E-05;-6.301E-05;6.937E-05;-1.256E-04;1.373E-04;-1.766E-04;-4.986E-06;3.512E-05;1.614E-05;-7.377E-05;7.622E-05;-4.740E-05;-1.286E-05;2.762E-05;-2.972E-05;-3.222E-05;-8.131E-06;-4.309E-05;-2.712E-05;-1.032E-05;-3.626E-05;7.831E-05;-6.703E-05;-2.920E-05;
51;-9.153E-05;3.300E-06;-1.334E-04;1.886E-05;-3.409E-05;8.467E-05;-3.805E-06;-2.987E-05;-2.945E-05;2.723E-05;-1.746E-05;-3.334E-06;6.801E-05;-5.832E-05;5.095E-05;6.186E-05;-2.602E-05;-6.253E-05;7.491E-05;-1.257E-04;1.350E-04;-1.829E-04;-5.137E-06;3.648E-05;1.699E-05;-7.928E-05;7.582E-05;-5.646E-05;-1.540E-05;2.965E-05;-3.174E-05;-3.098E-05;-5.950E-06;-4.227E-05;-2.842E-05;-1.114E-05;-3.835E-05;7.731E-05;-6.667E-05;-3.062E-05;
52;-8.941E-05;3.664E-06;-1.326E-04;1.795E-05;-3.884E-05;8.525E-05;-3.321E-06;-3.059E-05;-2.915E-05;2.632E-05;-1.898E-05;3.814E-06;9.075E-05;-5.599E-05;4.883E-05;5.574E-05;-2.351E-05;-6.083E-05;7.852E-05;-1.205E-04;1.335E-04;-1.860E-04;-5.561E-06;3.663E-05;1.860E-05;-7.910E-05;7.637E-05;-6.436E-05;-1.713E-05;3.189E-05;-3.338E-05;-2.973E-05;-4.254E-06;-4.109E-05;-2.839E-05;-1.093E-05;-4.068E-05;7.661E-05;-6.628E-05;-3.092E-05;
53;-9.080E-05;1.453E-06;-1.285E-04;1.674E-05;-4.426E-05;8.558E-05;-2.109E-06;-3.226E-05;-2.788E-05;2.556E-05;-2.052E-05;1.066E-05;1.061E-04;-5.278E-05;4.595E-05;4.993E-05;-2.172E-05;-5.796E-05;7.936E-05;-1.132E-04;1.330E-04;-1.823E-04;-6.288E-06;3.518E-05;2.069E-05;-7.556E-05;7.697E-05;-7.042E-05;-1.782E-05;3.368E-05;-3.305E-05;-2.928E-05;-3.376E-06;-4.091E-05;-2.787E-05;-9.896E-06;-4.265E-05;7.613E-05;-6.594E-05;-3.080E-05;
54;-9.241E-05;-2.151E-06;-1.256E-04;1.671E-05;-4.853E-05;8.595E-05;-1.407E-07;-3.408E-05;-2.591E-05;2.520E-05;-2.216E-05;1.641E-05;1.102E-04;-5.026E-05;4.204E-05;4.554E-05;-1.969E-05;-5.411E-05;7.833E-05;-1.055E-04;1.318E-04;-1.740E-04;-4.380E-06;3.439E-05;2.193E-05;-7.192E-05;7.679E-05;-7.348E-05;-1.891E-05;3.435E-05;-3.126E-05;-2.931E-05;-2.952E-06;-4.179E-05;-2.693E-05;-9.987E-06;-4.486E-05;7.585E-05;-6.655E-05;-3.014E-05;
55;-9.416E-05;-4.725E-06;-1.229E-04;1.483E-05;-5.005E-05;8.673E-05;1.949E-06;-3.541E-05;-2.479E-05;2.393E-05;-2.270E-05;1.968E-05;1.016E-04;-4.841E-05;3.802E-05;4.315E-05;-1.627E-05;-5.072E-05;7.664E-05;-9.787E-05;1.295E-04;-1.651E-04;-2.381E-06;3.697E-05;2.469E-05;-6.974E-05;7.485E-05;-7.196E-05;-2.025E-05;3.416E-05;-3.023E-05;-3.034E-05;-2.831E-06;-4.321E-05;-2.454E-05;-1.171E-05;-4.638E-05;7.637E-05;-6.785E-05;-2.871E-05;
56;-9.592E-05;-6.330E-06;-1.185E-04;1.222E-05;-5.262E-05;8.849E-05;2.948E-06;-3.632E-05;-2.467E-05;2.172E-05;-2.261E-05;1.923E-05;8.172E-05;-4.635E-05;3.471E-05;4.163E-05;-1.300E-05;-4.875E-05;7.415E-05;-9.109E-05;1.283E-04;-1.577E-04;-2.624E-06;3.915E-05;2.935E-05;-6.620E-05;7.249E-05;-6.712E-05;-2.243E-05;3.295E-05;-2.920E-05;-3.297E-05;-2.285E-06;-4.581E-05;-2.230E-05;-1.314E-05;-4.728E-05;7.746E-05;-6.918E-05;-2.641E-05;
57;-9.753E-05;-7.693E-06;-1.146E-04;1.110E-05;-5.432E-05;8.879E-05;4.978E-06;-3.611E-05;-2.554E-05;1.996E-05;-2.246E-05;1.466E-05;5.426E-05;-4.536E-05;3.232E-05;4.184E-05;-1.091E-05;-4.751E-05;7.164E-05;-8.657E-05;1.292E-04;-1.508E-04;-5.804E-06;3.963E-05;3.271E-05;-6.356E-05;7.295E-05;-5.661E-05;-2.428E-05;3.008E-05;-2.747E-05;-3.694E-05;-2.497E-06;-4.775E-05;-2.145E-05;-1.474E-05;-4.892E-05;7.849E-05;-7.043E-05;-2.372E-05;
58;-9.825E-05;-8.905E-06;-1.126E-04;1.035E-05;-5.220E-05;8.837E-05;4.917E-06;-3.480E-05;-2.730E-05;1.878E-05;-2.216E-05;8.447E-06;2.927E-05;-4.490E-05;3.087E-05;4.499E-05;-1.100E-05;-4.751E-05;6.952E-05;-8.509E-05;1.312E-04;-1.456E-04;-1.116E-05;4.057E-05;3.095E-05;-6.408E-05;7.431E-05;-4.343E-05;-2.346E-05;2.847E-05;-2.360E-05;-4.161E-05;-4.981E-06;-4.927E-05;-2.257E-05;-1.650E-05;-5.065E-05;7.855E-05;-7.076E-05;-2.229E-05;
59;-9.819E-05;-9.177E-06;-1.123E-04;1.004E-05;-4.841E-05;8.761E-05;3.918E-06;-3.541E-05;-2.860E-05;1.729E-05;-2.204E-05;2.027E-06;1.316E-05;-4.451E-05;3.066E-05;5.029E-05;-1.148E-05;-4.890E-05;6.828E-05;-8.606E-05;1.327E-04;-1.440E-04;-1.377E-05;4.272E-05;2.671E-05;-6.650E-05;7.388E-05;-3.177E-05;-2.243E-05;2.680E-05;-1.803E-05;-4.379E-05;-4.920E-06;-5.054E-05;-2.548E-05;-1.928E-05;-5.195E-05;7.698E-05;-6.979E-05;-2.138E-05;
60;-9.834E-05;-9.480E-06;-1.142E-04;9.922E-06;-4.496E-05;8.685E-05;3.251E-06;-3.605E-05;-3.136E-05;1.711E-05;-2.252E-05;-2.546E-06;4.254E-06;-4.423E-05;3.072E-05;5.720E-05;-1.212E-05;-5.193E-05;6.801E-05;-8.942E-05;1.331E-04;-1.453E-04;-9.650E-06;4.593E-05;2.399E-05;-6.856E-05;7.113E-05;-2.254E-05;-2.091E-05;2.329E-05;-1.527E-05;-4.515E-05;-3.345E-06;-4.942E-05;-2.763E-05;-2.065E-05;-5.358E-05;7.413E-05;-6.918E-05;-2.123E-05;
61;-9.765E-05;-9.874E-06;-1.187E-04;1.022E-05;-4.269E-05;8.682E-05;2.524E-06;-3.447E-05;-3.648E-05;1.811E-05;-2.237E-05;-5.817E-06;-1.380E-06;-4.423E-05;3.111E-05;6.525E-05;-1.266E-05;-5.466E-05;6.867E-05;-9.484E-05;1.327E-04;-1.481E-04;4.161E-06;4.787E-05;2.187E-05;-6.986E-05;6.877E-05;-1.693E-05;-1.864E-05;2.011E-05;-1.606E-05;-4.682E-05;-3.376E-06;-4.942E-05;-2.836E-05;-1.986E-05;-5.380E-05;7.410E-05;-6.764E-05;-2.229E-05;
62;-9.537E-05;-9.722E-06;-1.242E-04;1.119E-05;-4.211E-05;8.688E-05;1.101E-06;-3.199E-05;-4.066E-05;1.793E-05;-2.207E-05;-6.847E-06;-5.529E-06;-4.463E-05;3.175E-05;7.225E-05;-1.409E-05;-5.714E-05;7.046E-05;-1.016E-04;1.324E-04;-1.528E-04;2.800E-05;4.951E-05;1.951E-05;-7.050E-05;6.719E-05;-1.554E-05;-1.646E-05;1.805E-05;-1.845E-05;-4.815E-05;-4.072E-06;-5.009E-05;-2.908E-05;-2.010E-05;-5.483E-05;7.528E-05;-6.355E-05;-2.135E-05;
63;-9.256E-05;-9.904E-06;-1.289E-04;1.204E-05;-4.411E-05;8.685E-05;-1.955E-08;-2.959E-05;-4.341E-05;1.896E-05;-2.497E-05;-4.697E-06;-8.951E-06;-4.563E-05;3.272E-05;7.646E-05;-1.563E-05;-5.944E-05;7.343E-05;-1.087E-04;1.318E-04;-1.582E-04;5.495E-05;4.990E-05;1.772E-05;-7.023E-05;6.516E-05;-1.863E-05;-1.561E-05;1.714E-05;-2.081E-05;-4.857E-05;-4.072E-06;-4.999E-05;-2.942E-05;-2.134E-05;-5.673E-05;7.440E-05;-5.986E-05;-2.129E-05;
64;-8.977E-05;-1.090E-05;-1.330E-04;1.219E-05;-4.823E-05;8.673E-05;-1.710E-07;-2.860E-05;-4.514E-05;2.120E-05;-2.843E-05;-2.546E-06;-9.254E-06;-4.735E-05;3.390E-05;7.767E-05;-1.660E-05;-6.099E-05;7.806E-05;-1.154E-04;1.308E-04;-1.633E-04;7.742E-05;4.893E-05;1.614E-05;-6.932E-05;6.295E-05;-2.553E-05;-1.567E-05;1.678E-05;-2.239E-05;-4.878E-05;-3.133E-06;-5.005E-05;-2.878E-05;-2.186E-05;-5.825E-05;7.198E-05;-5.649E-05;-2.326E-05;
65;-8.644E-05;-1.257E-05;-1.360E-04;1.177E-05;-5.341E-05;8.737E-05;-6.858E-07;-2.881E-05;-4.614E-05;2.338E-05;-2.891E-05;-1.236E-07;-9.496E-06;-4.760E-05;3.511E-05;7.543E-05;-1.651E-05;-6.114E-05;8.303E-05;-1.197E-04;1.294E-04;-1.663E-04;9.447E-05;4.693E-05;1.530E-05;-6.668E-05;6.080E-05;-3.414E-05;-1.498E-05;1.823E-05;-2.384E-05;-4.975E-05;-2.255E-06;-5.139E-05;-2.684E-05;-2.228E-05;-5.946E-05;6.910E-05;-5.304E-05;-2.517E-05;
66;-8.444E-05;-1.451E-05;-1.371E-04;1.050E-05;-5.904E-05;8.804E-05;-1.382E-06;-3.029E-05;-4.684E-05;2.453E-05;-2.827E-05;3.541E-06;-9.708E-06;-4.826E-05;3.665E-05;6.934E-05;-1.566E-05;-5.868E-05;8.621E-05;-1.203E-04;1.281E-04;-1.656E-04;1.020E-04;4.511E-05;1.512E-05;-6.329E-05;5.898E-05;-4.168E-05;-1.492E-05;1.969E-05;-2.508E-05;-5.163E-05;-1.528E-06;-5.327E-05;-2.487E-05;-2.319E-05;-6.158E-05;6.671E-05;-5.001E-05;-2.659E-05;
67;-8.435E-05;-1.738E-05;-1.353E-04;8.438E-06;-6.404E-05;8.825E-05;-1.655E-06;-3.226E-05;-4.632E-05;2.490E-05;-2.797E-05;7.599E-06;-8.436E-06;-4.987E-05;3.577E-05;6.292E-05;-1.403E-05;-5.426E-05;8.724E-05;-1.175E-04;1.264E-04;-1.615E-04;9.526E-05;4.454E-05;1.557E-05;-6.017E-05;5.699E-05;-4.616E-05;-1.513E-05;1.893E-05;-2.632E-05;-5.484E-05;-8.015E-07;-5.548E-05;-2.315E-05;-2.462E-05;-6.470E-05;6.522E-05;-4.953E-05;-2.720E-05;
68;-8.550E-05;-2.014E-05;-1.319E-04;6.379E-06;-6.704E-05;8.785E-05;-1.080E-06;-3.423E-05;-4.526E-05;2.471E-05;-2.761E-05;9.750E-06;-6.013E-06;-5.017E-05;3.278E-05;5.659E-05;-1.151E-05;-4.881E-05;8.678E-05;-1.117E-04;1.241E-04;-1.557E-04;7.697E-05;4.412E-05;1.563E-05;-5.775E-05;5.605E-05;-4.552E-05;-1.634E-05;1.599E-05;-2.732E-05;-5.838E-05;-4.986E-07;-5.790E-05;-2.224E-05;-2.592E-05;-6.779E-05;6.480E-05;-5.083E-05;-2.898E-05;
69;-8.708E-05;-2.205E-05;-1.279E-04;4.016E-06;-6.752E-05;8.649E-05;-4.738E-07;-3.595E-05;-4.526E-05;2.432E-05;-2.691E-05;9.235E-06;-3.136E-06;-4.926E-05;3.108E-05;5.087E-05;-1.224E-05;-4.166E-05;8.591E-05;-1.045E-04;1.225E-04;-1.489E-04;5.047E-05;4.427E-05;1.557E-05;-5.608E-05;5.659E-05;-4.050E-05;-1.828E-05;1.136E-05;-2.775E-05;-6.114E-05;-2.866E-07;-5.950E-05;-2.172E-05;-2.737E-05;-7.048E-05;6.495E-05;-5.295E-05;-3.262E-05;
70;-8.792E-05;-2.484E-05;-1.247E-04;2.078E-06;-6.631E-05;8.510E-05;-9.281E-07;-3.756E-05;-4.708E-05;2.368E-05;-2.603E-05;6.206E-06;-4.105E-07;-4.878E-05;3.032E-05;5.011E-05;-1.539E-05;-3.667E-05;8.557E-05;-9.651E-05;1.215E-04;-1.425E-04;2.545E-05;4.518E-05;1.518E-05;-5.578E-05;5.705E-05;-3.211E-05;-1.961E-05;5.423E-06;-2.784E-05;-6.335E-05;-1.655E-07;-6.081E-05;-2.194E-05;-3.007E-05;-7.282E-05;6.401E-05;-5.528E-05;-3.407E-05;
71;-8.905E-05;-2.832E-05;-1.235E-04;7.758E-07;-6.377E-05;8.346E-05;-1.140E-06;-4.001E-05;-5.086E-05;2.235E-05;-2.400E-05;1.542E-06;1.861E-06;-4.857E-05;2.893E-05;5.362E-05;-1.736E-05;-3.479E-05;8.354E-05;-8.936E-05;1.224E-04;-1.373E-04;8.067E-06;4.690E-05;1.554E-05;-5.781E-05;5.620E-05;-2.172E-05;-2.091E-05;-1.422E-06;-2.850E-05;-6.559E-05;-4.986E-07;-6.281E-05;-2.387E-05;-3.406E-05;-7.457E-05;6.186E-05;-5.792E-05;-2.877E-05;
72;-8.898E-05;-3.192E-05;-1.272E-04;-8.899E-07;-6.110E-05;8.168E-05;-2.321E-06;-4.286E-05;-5.483E-05;2.184E-05;-2.143E-05;-4.091E-06;4.132E-06;-4.866E-05;2.690E-05;5.947E-05;-1.796E-05;-3.379E-05;8.012E-05;-8.648E-05;1.245E-04;-1.329E-04;-1.927E-06;4.890E-05;1.642E-05;-6.090E-05;5.453E-05;-1.172E-05;-2.203E-05;-7.449E-06;-2.890E-05;-6.799E-05;-1.286E-06;-6.547E-05;-2.724E-05;-3.815E-05;-7.615E-05;6.053E-05;-5.989E-05;-1.454E-05;
73;-8.378E-05;-3.528E-05;-1.350E-04;-1.132E-06;-5.886E-05;8.022E-05;-4.441E-06;-4.622E-05;-5.810E-05;2.256E-05;-1.931E-05;-9.664E-06;5.738E-06;-4.956E-05;2.396E-05;6.653E-05;-1.818E-05;-3.346E-05;7.827E-05;-8.666E-05;1.248E-04;-1.312E-04;-6.864E-06;5.151E-05;1.720E-05;-6.366E-05;5.305E-05;-3.910E-06;-2.425E-05;-1.160E-05;-2.814E-05;-6.956E-05;-1.377E-06;-6.729E-05;-3.145E-05;-4.315E-05;-7.781E-05;6.047E-05;-6.007E-05;9.478E-06;
74;-7.645E-05;-3.634E-05;-1.387E-04;-2.374E-06;-5.744E-05;7.865E-05;-5.683E-06;-4.904E-05;-6.143E-05;2.417E-05;-1.798E-05;-1.430E-05;6.737E-06;-5.053E-05;2.145E-05;7.449E-05;-1.754E-05;-3.443E-05;7.773E-05;-8.830E-05;1.249E-04;-1.335E-04;-1.059E-05;5.456E-05;1.772E-05;-6.674E-05;5.220E-05;5.417E-07;-2.649E-05;-1.360E-05;-2.760E-05;-6.950E-05;-8.015E-07;-6.901E-05;-3.493E-05;-4.827E-05;-7.972E-05;6.147E-05;-5.828E-05;3.698E-05;
75;-7.190E-05;-3.722E-05;-1.328E-04;-3.767E-06;-5.937E-05;7.635E-05;-6.228E-06;-4.973E-05;-6.337E-05;2.632E-05;-1.801E-05;-1.724E-05;6.555E-06;-4.987E-05;1.990E-05;8.218E-05;-1.609E-05;-3.685E-05;7.773E-05;-9.115E-05;1.262E-04;-1.372E-04;-1.447E-05;5.478E-05;1.893E-05;-6.847E-05;5.156E-05;-1.851E-07;-2.861E-05;-1.290E-05;-2.738E-05;-6.886E-05;-1.352E-07;-7.071E-05;-3.693E-05;-5.299E-05;-8.172E-05;6.232E-05;-5.583E-05;5.963E-05;
76;-7.000E-05;-3.958E-05;-1.183E-04;-3.192E-06;-6.307E-05;7.277E-05;-6.198E-06;-4.931E-05;-6.322E-05;2.938E-05;-1.907E-05;-1.787E-05;5.283E-06;-4.969E-05;1.763E-05;8.876E-05;-1.412E-05;-3.994E-05;7.821E-05;-9.524E-05;1.278E-04;-1.403E-04;-1.677E-05;5.311E-05;1.899E-05;-7.014E-05;5.208E-05;-3.789E-06;-2.918E-05;-9.781E-06;-2.744E-05;-6.823E-05;1.349E-06;-7.080E-05;-3.793E-05;-5.660E-05;-8.378E-05;6.247E-05;-5.331E-05;7.744E-05;
77;-6.897E-05;-4.240E-05;-9.883E-05;-2.737E-06;-6.655E-05;7.068E-05;-6.440E-06;-4.846E-05;-6.355E-05;3.280E-05;-2.034E-05;-1.611E-05;3.436E-06;-4.993E-05;1.548E-05;9.409E-05;-1.233E-05;-4.251E-05;7.758E-05;-9.860E-05;1.287E-04;-1.429E-04;-1.761E-05;5.238E-05;1.969E-05;-7.204E-05;5.072E-05;-9.150E-06;-2.839E-05;-4.026E-06;-2.693E-05;-6.841E-05;2.197E-06;-6.965E-05;-3.778E-05;-5.860E-05;-8.581E-05;6.241E-05;-5.053E-05;8.659E-05;
78;-6.766E-05;-4.458E-05;-7.954E-05;-3.283E-06;-7.188E-05;7.177E-05;-5.047E-06;-4.861E-05;-6.422E-05;3.540E-05;-2.128E-05;-1.275E-05;1.407E-06;-5.050E-05;1.470E-05;9.627E-05;-1.070E-05;-4.490E-05;7.470E-05;-9.981E-05;1.287E-04;-1.449E-04;-1.643E-05;5.226E-05;2.144E-05;-7.186E-05;4.775E-05;-1.733E-05;-2.973E-05;1.879E-06;-2.617E-05;-6.765E-05;3.863E-06;-6.798E-05;-3.611E-05;-5.926E-05;-8.890E-05;6.214E-05;-4.774E-05;8.080E-05;
79;-6.660E-05;-4.688E-05;-6.242E-05;-3.737E-06;-7.906E-05;7.232E-05;-2.200E-06;-4.734E-05;-6.437E-05;3.719E-05;-2.249E-05;-7.877E-06;-8.345E-07;-5.059E-05;1.439E-05;9.515E-05;-9.544E-06;-4.708E-05;7.219E-05;-9.954E-05;1.284E-04;-1.456E-04;-1.413E-05;5.138E-05;2.344E-05;-6.956E-05;4.463E-05;-2.411E-05;-3.257E-05;4.120E-06;-2.908E-05;-6.838E-05;6.164E-06;-6.556E-05;-3.314E-05;-5.902E-05;-9.293E-05;6.108E-05;-4.577E-05;6.175E-05;
80;-6.569E-05;-4.937E-05;-4.683E-05;-4.615E-06;-8.500E-05;7.144E-05;-9.281E-07;-4.277E-05;-6.467E-05;3.843E-05;-2.388E-05;-2.698E-06;-2.591E-06;-5.090E-05;1.415E-05;9.166E-05;-1.033E-05;-4.857E-05;7.131E-05;-9.720E-05;1.276E-04;-1.442E-04;-1.241E-05;4.981E-05;2.441E-05;-6.593E-05;4.163E-05;-2.762E-05;-3.324E-05;5.453E-06;-3.305E-05;-7.204E-05;6.104E-06;-6.529E-05;-3.105E-05;-5.881E-05;-9.471E-05;6.101E-05;-4.493E-05;3.419E-05;
81;-6.621E-05;-5.152E-05;-4.080E-05;-6.675E-06;-8.787E-05;6.968E-05;-2.013E-07;-3.898E-05;-6.228E-05;3.749E-05;-2.500E-05;1.966E-06;-3.863E-06;-5.144E-05;1.327E-05;8.748E-05;-1.224E-05;-4.899E-05;6.994E-05;-9.233E-05;1.272E-04;-1.401E-04;-1.092E-05;4.848E-05;2.384E-05;-6.105E-05;3.915E-05;-2.811E-05;-3.215E-05;6.483E-06;-3.517E-05;-7.550E-05;5.740E-06;-6.717E-05;-3.178E-05;-6.208E-05;-9.710E-05;6.080E-05;-4.411E-05;7.873E-06;
82;-6.794E-05;-5.503E-05;-4.846E-05;-9.097E-06;-8.854E-05;6.865E-05;4.045E-07;-3.726E-05;-6.065E-05;3.771E-05;-2.746E-05;6.085E-06;-4.529E-06;-5.135E-05;1.182E-05;8.285E-05;-1.457E-05;-4.881E-05;6.773E-05;-8.633E-05;1.262E-04;-1.328E-04;-9.256E-06;4.730E-05;2.305E-05;-5.557E-05;3.685E-05;-2.599E-05;-3.027E-05;5.090E-06;-3.644E-05;-7.798E-05;5.892E-06;-6.935E-05;-3.305E-05;-6.596E-05;-1.011E-04;5.820E-05;-4.732E-05;-1.130E-05;
83;-6.921E-05;-5.975E-05;-6.688E-05;-1.046E-05;-8.793E-05;6.780E-05;9.193E-07;-3.689E-05;-6.265E-05;3.901E-05;-2.909E-05;7.630E-06;-3.954E-06;-5.214E-05;9.547E-06;7.955E-05;-1.769E-05;-4.757E-05;6.610E-05;-8.100E-05;1.246E-04;-1.250E-04;-6.924E-06;4.790E-05;2.317E-05;-4.966E-05;3.591E-05;-2.199E-05;-2.861E-05;1.183E-06;-3.747E-05;-7.913E-05;7.709E-06;-7.135E-05;-3.414E-05;-6.868E-05;-1.039E-04;5.535E-05;-5.147E-05;-2.220E-05;
84;-6.915E-05;-6.390E-05;-9.089E-05;-1.191E-05;-8.621E-05;6.605E-05;1.040E-06;-3.671E-05;-6.788E-05;3.907E-05;-2.843E-05;6.600E-06;-3.530E-06;-5.359E-05;6.609E-06;7.800E-05;-2.039E-05;-4.551E-05;6.552E-05;-7.706E-05;1.229E-04;-1.183E-04;-5.289E-06;4.972E-05;2.305E-05;-4.418E-05;3.533E-05;-1.639E-05;-2.727E-05;-4.723E-06;-3.877E-05;-8.037E-05;1.004E-05;-7.383E-05;-3.614E-05;-7.086E-05;-1.057E-04;5.287E-05;-5.325E-05;-2.638E-05;
85;-6.688E-05;-6.720E-05;-1.117E-04;-1.349E-05;-8.448E-05;6.359E-05;8.285E-07;-3.723E-05;-7.437E-05;3.786E-05;-2.794E-05;6.267E-06;-3.106E-06;-5.547E-05;5.004E-06;7.734E-05;-2.263E-05;-4.251E-05;6.461E-05;-7.510E-05;1.212E-04;-1.138E-04;-5.016E-06;5.054E-05;2.169E-05;-4.043E-05;3.545E-05;-9.180E-06;-2.612E-05;-1.151E-05;-3.874E-05;-8.219E-05;1.225E-05;-7.692E-05;-3.847E-05;-7.241E-05;-1.068E-04;5.111E-05;-5.295E-05;-2.765E-05;
