Samples;2048;Curves ;80;SampleDist;4.883E-04;Stímulus;Flimmer 4Hz
Point;Curve_1;Curve_2;Curve_3;Curve_4;Curve_5;Curve_6;Curve_7;Curve_8;Curve_9;Curve_10;Curve_11;Curve_12;Curve_13;Curve_14;Curve_15;Curve_16;Curve_17;Curve_18;Curve_19;Curve_20;Curve_21;Curve_22;Curve_23;Curve_24;Curve_25;Curve_26;Curve_27;Curve_28;Curve_29;Curve_30;Curve_31;Curve_32;Curve_33;Curve_34;Curve_35;Curve_36;Curve_37;Curve_38;Curve_39;Curve_40;Curve_41;Curve_42;Curve_43;Curve_44;Curve_45;Curve_46;Curve_47;Curve_48;Curve_49;Curve_50;Curve_51;Curve_52;Curve_53;Curve_54;Curve_55;Curve_56;Curve_57;Curve_58;Curve_59;Curve_60;Curve_61;Curve_62;Curve_63;Curve_64;Curve_65;Curve_66;Curve_67;Curve_68;Curve_69;Curve_70;Curve_71;Curve_72;Curve_73;Curve_74;Curve_75;Curve_76;Curve_77;Curve_78;Curve_79;Curve_80;
21;-6.394E-05;-4.191E-06;-8.599E-05;-1.316E-04;-8.517E-05;-9.708E-05;-3.305E-05;-9.659E-05;-1.178E-04;-7.429E-05;-1.189E-04;-1.305E-04;-4.880E-05;-3.689E-05;-1.086E-04;-3.547E-06;-1.162E-04;-1.054E-05;-1.242E-04;-1.021E-05;-8.886E-05;-1.996E-05;-2.901E-06;-2.849E-05;-5.278E-05;-9.397E-06;7.958E-06;1.077E-04;-3.398E-05;7.495E-05;6.585E-05;6.827E-05;5.825E-05;1.320E-05;-9.892E-06;-3.762E-05;3.311E-05;1.857E-04;4.953E-05;-8.939E-05;5.776E-05;2.453E-05;4.201E-05;8.538E-05;9.089E-05;8.880E-05;4.388E-05;2.923E-05;-1.973E-05;9.963E-05;-2.746E-05;-4.055E-05;-3.377E-05;-1.897E-05;-1.243E-06;-9.445E-05;-7.054E-05;-5.587E-05;-2.112E-05;2.980E-05;1.008E-04;3.284E-05;-4.372E-05;-1.832E-05;3.294E-05;-6.600E-06;2.705E-05;-4.501E-05;-5.167E-05;-1.959E-05;-9.515E-05;1.089E-05;-6.833E-05;-9.763E-05;-1.165E-04;-1.058E-04;-8.641E-05;-1.077E-04;-4.236E-05;-6.492E-06;
22;-6.080E-05;-6.826E-06;-8.178E-05;-1.289E-04;-8.699E-05;-9.887E-05;-1.957E-05;-1.003E-04;-1.166E-04;-7.078E-05;-1.151E-04;-1.292E-04;-5.313E-05;-3.689E-05;-1.078E-04;-6.181E-06;-1.181E-04;-3.068E-05;-1.239E-04;-1.363E-05;-9.150E-05;-2.065E-05;-4.445E-06;-3.273E-05;-5.490E-05;-9.125E-06;8.049E-06;1.084E-04;-3.380E-05;7.326E-05;6.591E-05;6.669E-05;5.713E-05;1.211E-05;-1.107E-05;-3.653E-05;3.181E-05;1.669E-04;4.772E-05;-8.676E-05;5.846E-05;2.325E-05;4.007E-05;8.556E-05;9.522E-05;9.216E-05;4.339E-05;2.811E-05;-1.891E-05;1.023E-04;-2.715E-05;-3.813E-05;-3.531E-05;-1.428E-05;-3.212E-06;-9.573E-05;-7.469E-05;-5.896E-05;-2.214E-05;2.693E-05;1.088E-04;3.318E-05;-3.935E-05;-1.566E-05;3.403E-05;-4.359E-06;3.065E-05;-4.220E-05;-4.604E-05;-2.344E-05;-9.275E-05;7.708E-06;-6.809E-05;-9.193E-05;-1.207E-04;-1.031E-04;-9.422E-05;-1.036E-04;-4.381E-05;-4.100E-06;
23;-5.777E-05;-9.491E-06;-7.927E-05;-1.272E-04;-9.107E-05;-1.027E-04;-7.336E-06;-1.066E-04;-1.167E-04;-6.999E-05;-1.128E-04;-1.272E-04;-5.700E-05;-3.735E-05;-1.080E-04;-8.302E-06;-1.209E-04;-5.672E-05;-1.240E-04;-1.863E-05;-9.213E-05;-2.235E-05;-6.263E-06;-3.654E-05;-5.608E-05;-9.973E-06;9.805E-06;1.092E-04;-3.164E-05;7.174E-05;6.625E-05;6.482E-05;5.765E-05;1.126E-05;-1.259E-05;-3.638E-05;3.141E-05;1.420E-04;4.596E-05;-8.218E-05;5.927E-05;2.204E-05;3.756E-05;8.372E-05;9.825E-05;9.673E-05;4.600E-05;2.714E-05;-1.685E-05;1.046E-04;-2.594E-05;-3.491E-05;-3.422E-05;-1.161E-05;-7.240E-06;-9.606E-05;-8.002E-05;-5.977E-05;-2.275E-05;2.387E-05;1.165E-04;3.400E-05;-3.517E-05;-9.387E-06;3.388E-05;-5.722E-06;3.241E-05;-3.714E-05;-4.001E-05;-2.723E-05;-8.764E-05;5.346E-06;-7.148E-05;-8.600E-05;-1.243E-04;-9.840E-05;-9.904E-05;-9.874E-05;-4.300E-05;-4.827E-06;
24;-5.498E-05;-1.294E-05;-8.027E-05;-1.258E-04;-9.674E-05;-1.084E-04;2.991E-06;-1.139E-04;-1.168E-04;-7.069E-05;-1.115E-04;-1.245E-04;-6.003E-05;-3.874E-05;-1.092E-04;-1.097E-05;-1.247E-04;-8.416E-05;-1.243E-04;-2.457E-05;-9.153E-05;-2.505E-05;-7.898E-06;-3.845E-05;-5.660E-05;-1.237E-05;8.745E-06;1.104E-04;-2.813E-05;7.059E-05;6.616E-05;6.327E-05;6.001E-05;1.117E-05;-1.371E-05;-3.577E-05;3.175E-05;1.156E-04;4.614E-05;-7.691E-05;5.982E-05;2.168E-05;3.562E-05;8.132E-05;9.946E-05;9.900E-05;4.842E-05;2.932E-05;-1.325E-05;1.064E-04;-2.382E-05;-3.131E-05;-3.019E-05;-1.319E-05;-1.142E-05;-9.451E-05;-8.499E-05;-5.893E-05;-2.075E-05;2.039E-05;1.234E-04;3.472E-05;-3.315E-05;-2.906E-06;3.491E-05;-7.872E-06;2.881E-05;-3.293E-05;-3.317E-05;-2.968E-05;-8.103E-05;6.315E-06;-7.660E-05;-8.148E-05;-1.260E-04;-9.228E-05;-9.985E-05;-9.410E-05;-3.942E-05;-9.612E-06;
25;-5.271E-05;-1.830E-05;-8.454E-05;-1.242E-04;-1.031E-04;-1.138E-04;8.411E-07;-1.192E-04;-1.160E-04;-7.242E-05;-1.122E-04;-1.215E-04;-6.248E-05;-4.004E-05;-1.111E-04;-1.463E-05;-1.286E-04;-1.012E-04;-1.252E-04;-3.020E-05;-8.938E-05;-2.826E-05;-8.474E-06;-3.839E-05;-5.869E-05;-1.394E-05;5.051E-06;1.089E-04;-2.304E-05;7.114E-05;6.555E-05;6.258E-05;6.301E-05;1.117E-05;-1.416E-05;-3.520E-05;3.254E-05;9.642E-05;4.784E-05;-7.189E-05;5.994E-05;2.110E-05;3.326E-05;7.978E-05;9.998E-05;9.922E-05;4.839E-05;3.063E-05;-6.343E-06;1.081E-04;-2.225E-05;-2.716E-05;-2.462E-05;-1.737E-05;-1.502E-05;-9.127E-05;-8.911E-05;-5.741E-05;-1.666E-05;1.778E-05;1.312E-04;3.651E-05;-3.224E-05;1.909E-06;3.739E-05;-8.690E-06;2.499E-05;-3.042E-05;-2.917E-05;-2.925E-05;-7.425E-05;1.016E-05;-8.145E-05;-7.852E-05;-1.263E-04;-8.635E-05;-9.607E-05;-9.104E-05;-3.452E-05;-1.694E-05;
26;-5.062E-05;-2.270E-05;-9.069E-05;-1.220E-04;-1.102E-04;-1.175E-04;-1.694E-05;-1.223E-04;-1.144E-04;-7.596E-05;-1.150E-04;-1.187E-04;-6.436E-05;-4.165E-05;-1.130E-04;-1.757E-05;-1.309E-04;-1.029E-04;-1.248E-04;-3.450E-05;-8.547E-05;-3.035E-05;-8.231E-06;-3.894E-05;-6.214E-05;-1.515E-05;3.415E-06;1.053E-04;-1.965E-05;7.335E-05;6.516E-05;6.276E-05;6.591E-05;1.169E-05;-1.443E-05;-3.520E-05;3.314E-05;9.191E-05;5.005E-05;-6.780E-05;5.924E-05;2.004E-05;3.038E-05;7.863E-05;1.010E-04;9.873E-05;4.800E-05;3.099E-05;-2.862E-07;1.108E-04;-2.152E-05;-2.401E-05;-1.947E-05;-2.309E-05;-1.766E-05;-8.885E-05;-9.220E-05;-5.587E-05;-1.197E-05;1.681E-05;1.420E-04;4.023E-05;-3.133E-05;4.998E-06;4.039E-05;-8.539E-06;2.357E-05;-2.684E-05;-2.802E-05;-2.850E-05;-6.907E-05;1.543E-05;-8.545E-05;-7.655E-05;-1.243E-04;-8.274E-05;-8.877E-05;-8.998E-05;-2.982E-05;-2.469E-05;
27;-4.950E-05;-2.542E-05;-9.771E-05;-1.198E-04;-1.156E-04;-1.191E-04;-4.307E-05;-1.224E-04;-1.122E-04;-7.950E-05;-1.183E-04;-1.161E-04;-6.636E-05;-4.368E-05;-1.147E-04;-1.923E-05;-1.308E-04;-9.443E-05;-1.235E-04;-3.753E-05;-8.183E-05;-3.150E-05;-7.262E-06;-4.091E-05;-6.517E-05;-1.664E-05;2.749E-06;1.022E-04;-1.865E-05;7.368E-05;6.634E-05;6.367E-05;6.806E-05;1.281E-05;-1.486E-05;-3.626E-05;3.296E-05;9.830E-05;5.253E-05;-6.586E-05;5.830E-05;1.841E-05;2.808E-05;7.832E-05;1.036E-04;9.906E-05;4.924E-05;3.247E-05;2.561E-06;1.115E-04;-1.755E-05;-2.274E-05;-1.678E-05;-2.836E-05;-1.829E-05;-8.691E-05;-9.426E-05;-5.338E-05;-7.911E-06;1.669E-05;1.533E-04;4.411E-05;-3.103E-05;6.331E-06;4.332E-05;-7.691E-06;2.245E-05;-2.300E-05;-2.847E-05;-2.580E-05;-6.928E-05;1.970E-05;-8.735E-05;-7.652E-05;-1.204E-04;-8.201E-05;-8.044E-05;-9.059E-05;-2.579E-05;-3.069E-05;
28;-4.901E-05;-2.675E-05;-1.029E-04;-1.183E-04;-1.172E-04;-1.182E-04;-7.348E-05;-1.210E-04;-1.099E-04;-8.353E-05;-1.214E-04;-1.146E-04;-6.778E-05;-4.634E-05;-1.161E-04;-1.999E-05;-1.306E-04;-8.574E-05;-1.227E-04;-3.913E-05;-8.038E-05;-3.398E-05;-6.202E-06;-4.287E-05;-6.687E-05;-1.848E-05;1.810E-06;9.988E-05;-1.656E-05;7.271E-05;6.628E-05;6.542E-05;7.034E-05;1.444E-05;-1.404E-05;-3.780E-05;3.220E-05;1.064E-04;5.577E-05;-6.628E-05;5.727E-05;1.738E-05;2.614E-05;7.899E-05;1.065E-04;9.946E-05;5.118E-05;3.490E-05;2.985E-06;1.098E-04;-1.265E-05;-2.056E-05;-1.602E-05;-3.157E-05;-1.605E-05;-8.688E-05;-9.514E-05;-5.075E-05;-5.003E-06;1.820E-05;1.639E-04;4.614E-05;-3.057E-05;6.513E-06;4.517E-05;-5.995E-06;1.936E-05;-2.103E-05;-3.075E-05;-2.005E-05;-7.101E-05;2.043E-05;-8.805E-05;-7.779E-05;-1.159E-04;-8.380E-05;-7.202E-05;-9.332E-05;-2.319E-05;-3.448E-05;
29;-4.853E-05;-2.666E-05;-1.061E-04;-1.180E-04;-1.145E-04;-1.158E-04;-9.798E-05;-1.187E-04;-1.067E-04;-8.756E-05;-1.236E-04;-1.156E-04;-6.900E-05;-5.001E-05;-1.177E-04;-2.023E-05;-1.305E-04;-8.295E-05;-1.229E-04;-3.880E-05;-8.174E-05;-3.743E-05;-5.596E-06;-4.433E-05;-6.823E-05;-2.039E-05;1.295E-06;9.825E-05;-1.411E-05;7.326E-05;6.495E-05;6.603E-05;7.300E-05;1.684E-05;-1.271E-05;-4.053E-05;3.193E-05;1.121E-04;5.953E-05;-6.874E-05;5.612E-05;1.714E-05;2.587E-05;7.860E-05;1.079E-04;9.919E-05;5.242E-05;3.756E-05;3.106E-06;1.067E-04;-1.004E-05;-1.914E-05;-1.460E-05;-3.224E-05;-1.230E-05;-8.828E-05;-9.492E-05;-4.884E-05;-2.066E-06;2.090E-05;1.757E-04;4.696E-05;-3.012E-05;6.028E-06;4.635E-05;-3.996E-06;1.442E-05;-2.130E-05;-3.550E-05;-1.399E-05;-7.134E-05;2.049E-05;-8.978E-05;-8.076E-05;-1.116E-04;-8.674E-05;-6.481E-05;-9.704E-05;-2.128E-05;-3.575E-05;
30;-4.838E-05;-2.582E-05;-1.063E-04;-1.189E-04;-1.076E-04;-1.130E-04;-1.072E-04;-1.161E-04;-1.040E-04;-9.119E-05;-1.248E-04;-1.181E-04;-7.090E-05;-5.328E-05;-1.190E-04;-1.954E-05;-1.301E-04;-8.434E-05;-1.239E-04;-3.626E-05;-8.438E-05;-4.049E-05;-6.535E-06;-4.511E-05;-6.911E-05;-2.227E-05;1.144E-06;9.746E-05;-1.208E-05;7.392E-05;6.561E-05;6.636E-05;7.294E-05;2.026E-05;-1.095E-05;-4.337E-05;3.184E-05;1.157E-04;6.262E-05;-7.201E-05;5.591E-05;1.720E-05;2.663E-05;7.705E-05;1.077E-04;9.813E-05;5.339E-05;4.077E-05;3.136E-06;1.035E-04;-8.953E-06;-2.062E-05;-1.426E-05;-2.884E-05;-8.512E-06;-9.024E-05;-9.404E-05;-4.766E-05;2.362E-07;2.429E-05;1.773E-04;4.699E-05;-2.963E-05;4.696E-06;4.696E-05;-1.573E-06;9.998E-06;-2.236E-05;-4.228E-05;-9.266E-06;-7.222E-05;2.134E-05;-8.811E-05;-8.654E-05;-1.091E-04;-9.016E-05;-5.991E-05;-1.009E-04;-2.028E-05;-3.545E-05;
31;-4.877E-05;-2.469E-05;-1.032E-04;-1.211E-04;-9.868E-05;-1.099E-04;-1.029E-04;-1.149E-04;-1.031E-04;-9.277E-05;-1.251E-04;-1.228E-04;-7.478E-05;-5.552E-05;-1.186E-04;-1.727E-05;-1.293E-04;-8.655E-05;-1.236E-04;-3.223E-05;-8.732E-05;-4.310E-05;-7.989E-06;-4.666E-05;-6.986E-05;-2.387E-05;1.235E-06;9.749E-05;-1.172E-05;7.259E-05;6.694E-05;6.806E-05;7.000E-05;2.011E-05;-7.802E-06;-4.353E-05;3.105E-05;1.180E-04;6.556E-05;-7.540E-05;5.609E-05;1.708E-05;2.723E-05;7.554E-05;1.067E-04;9.731E-05;5.314E-05;4.256E-05;3.772E-06;1.014E-04;-7.893E-06;-2.365E-05;-1.653E-05;-2.185E-05;-4.696E-06;-9.445E-05;-9.129E-05;-4.848E-05;1.478E-06;2.814E-05;1.611E-04;4.605E-05;-2.866E-05;3.757E-06;4.708E-05;1.244E-06;7.605E-06;-2.330E-05;-4.822E-05;-5.328E-06;-7.425E-05;2.125E-05;-8.296E-05;-9.160E-05;-1.106E-04;-9.616E-05;-5.609E-05;-1.029E-04;-2.104E-05;-3.396E-05;
32;-4.995E-05;-2.379E-05;-9.801E-05;-1.251E-04;-8.932E-05;-1.072E-04;-9.156E-05;-1.134E-04;-1.002E-04;-9.140E-05;-1.220E-04;-1.281E-04;-7.899E-05;-5.740E-05;-1.182E-04;-1.475E-05;-1.278E-04;-8.925E-05;-1.218E-04;-2.666E-05;-9.095E-05;-4.561E-05;-9.352E-06;-4.808E-05;-7.032E-05;-2.439E-05;1.749E-06;9.673E-05;-1.190E-05;7.008E-05;6.694E-05;7.000E-05;6.806E-05;1.717E-05;-7.287E-06;-4.056E-05;3.014E-05;1.201E-04;6.886E-05;-7.876E-05;5.652E-05;1.744E-05;2.729E-05;7.366E-05;1.059E-04;9.655E-05;5.172E-05;4.177E-05;4.862E-06;1.009E-04;-7.287E-06;-2.519E-05;-2.059E-05;-1.419E-05;3.016E-07;-9.912E-05;-8.829E-05;-5.069E-05;1.205E-06;3.189E-05;1.352E-04;4.538E-05;-2.733E-05;4.696E-06;4.672E-05;3.636E-06;1.027E-05;-2.400E-05;-5.113E-05;-3.057E-06;-7.725E-05;2.019E-05;-7.772E-05;-9.339E-05;-1.125E-04;-1.051E-04;-5.557E-05;-1.036E-04;-2.388E-05;-3.199E-05;
33;-5.101E-05;-2.409E-05;-9.023E-05;-1.269E-04;-7.817E-05;-1.046E-04;-8.238E-05;-1.116E-04;-9.601E-05;-8.765E-05;-1.157E-04;-1.322E-04;-7.917E-05;-5.637E-05;-1.164E-04;-1.257E-05;-1.268E-04;-9.207E-05;-1.186E-04;-2.099E-05;-9.355E-05;-4.897E-05;-1.047E-05;-4.951E-05;-7.005E-05;-2.390E-05;2.143E-06;9.716E-05;-1.269E-05;6.702E-05;6.664E-05;7.136E-05;6.719E-05;1.556E-05;-8.347E-06;-3.871E-05;2.951E-05;1.230E-04;7.146E-05;-8.140E-05;5.718E-05;1.795E-05;2.681E-05;7.033E-05;1.060E-04;9.658E-05;5.087E-05;3.956E-05;5.135E-06;1.027E-04;-6.984E-06;-2.489E-05;-2.468E-05;-5.403E-06;2.573E-06;-1.007E-04;-8.514E-05;-5.390E-05;-7.027E-07;3.441E-05;1.059E-04;4.469E-05;-2.497E-05;7.906E-06;4.538E-05;5.484E-06;1.602E-05;-2.448E-05;-5.058E-05;-1.664E-06;-8.009E-05;1.973E-05;-7.366E-05;-9.257E-05;-1.142E-04;-1.108E-04;-6.190E-05;-1.038E-04;-2.664E-05;-3.096E-05;
34;-4.859E-05;-2.239E-05;-8.066E-05;-1.256E-04;-6.939E-05;-1.031E-04;-8.111E-05;-1.143E-04;-9.337E-05;-8.465E-05;-1.103E-04;-1.361E-04;-7.787E-05;-5.388E-05;-1.131E-04;-8.816E-06;-1.253E-04;-9.540E-05;-1.149E-04;-1.793E-05;-9.443E-05;-5.227E-05;-1.090E-05;-5.302E-05;-6.941E-05;-2.354E-05;2.022E-06;9.873E-05;-1.263E-05;6.351E-05;6.607E-05;7.190E-05;6.604E-05;1.538E-05;-9.407E-06;-3.777E-05;2.681E-05;1.256E-04;7.322E-05;-8.131E-05;5.764E-05;1.711E-05;2.623E-05;6.785E-05;1.066E-04;9.743E-05;5.075E-05;3.817E-05;6.498E-06;1.060E-04;-7.317E-06;-2.416E-05;-2.777E-05;4.289E-06;1.755E-06;-1.021E-04;-7.914E-05;-5.841E-05;-2.611E-06;3.486E-05;8.069E-05;4.517E-05;-2.276E-05;1.209E-05;4.369E-05;5.787E-06;2.360E-05;-2.530E-05;-4.768E-05;9.104E-07;-8.200E-05;2.006E-05;-6.994E-05;-8.984E-05;-1.165E-04;-1.113E-04;-7.048E-05;-1.048E-04;-2.809E-05;-3.066E-05;
35;-4.432E-05;-2.161E-05;-7.542E-05;-1.247E-04;-6.648E-05;-1.027E-04;-8.417E-05;-1.208E-04;-9.231E-05;-8.320E-05;-1.069E-04;-1.380E-04;-7.720E-05;-5.137E-05;-1.114E-04;-6.242E-06;-1.217E-04;-9.703E-05;-1.127E-04;-1.884E-05;-9.343E-05;-5.460E-05;-1.087E-05;-5.587E-05;-6.865E-05;-2.393E-05;7.803E-07;9.949E-05;-9.627E-06;6.020E-05;6.482E-05;7.124E-05;6.516E-05;1.656E-05;-9.468E-06;-3.659E-05;2.475E-05;1.263E-04;7.288E-05;-7.843E-05;5.906E-05;1.647E-05;2.596E-05;6.806E-05;1.080E-04;9.779E-05;5.084E-05;3.732E-05;9.284E-06;1.104E-04;-8.559E-06;-2.256E-05;-2.898E-05;1.331E-05;-1.273E-06;-1.043E-04;-7.209E-05;-6.144E-05;-4.761E-06;3.447E-05;6.909E-05;4.566E-05;-2.000E-05;1.639E-05;4.190E-05;5.817E-06;3.068E-05;-2.578E-05;-4.277E-05;3.091E-06;-8.161E-05;2.106E-05;-6.591E-05;-8.569E-05;-1.189E-04;-1.080E-04;-7.720E-05;-1.034E-04;-3.146E-05;-3.184E-05;
36;-4.062E-05;-2.494E-05;-7.606E-05;-1.246E-04;-6.842E-05;-1.034E-04;-8.744E-05;-1.286E-04;-9.162E-05;-8.232E-05;-1.043E-04;-1.368E-04;-7.669E-05;-4.822E-05;-1.106E-04;-5.697E-06;-1.189E-04;-9.437E-05;-1.096E-04;-2.311E-05;-9.119E-05;-5.624E-05;-1.208E-05;-5.596E-05;-6.787E-05;-2.342E-05;-7.946E-07;9.940E-05;-3.085E-06;5.787E-05;6.431E-05;6.951E-05;6.431E-05;1.805E-05;-8.862E-06;-3.496E-05;2.412E-05;1.270E-04;6.989E-05;-7.579E-05;6.112E-05;1.680E-05;2.599E-05;6.987E-05;1.103E-04;9.776E-05;5.099E-05;3.668E-05;1.337E-05;1.150E-04;-1.074E-05;-2.074E-05;-2.816E-05;1.861E-05;-5.937E-06;-1.057E-04;-6.712E-05;-6.226E-05;-4.276E-06;3.195E-05;7.260E-05;4.717E-05;-1.743E-05;2.166E-05;3.966E-05;6.180E-06;3.701E-05;-2.636E-05;-3.541E-05;3.273E-06;-7.922E-05;2.282E-05;-6.382E-05;-8.103E-05;-1.206E-04;-1.030E-04;-8.026E-05;-9.865E-05;-3.321E-05;-3.769E-05;
37;-3.814E-05;-3.066E-05;-7.966E-05;-1.242E-04;-7.363E-05;-1.042E-04;-8.820E-05;-1.363E-04;-9.044E-05;-8.211E-05;-1.015E-04;-1.344E-04;-7.430E-05;-4.574E-05;-1.096E-04;-6.848E-06;-1.175E-04;-9.125E-05;-1.052E-04;-2.690E-05;-8.850E-05;-5.830E-05;-1.505E-05;-5.450E-05;-6.605E-05;-2.230E-05;-1.855E-06;9.882E-05;4.486E-06;5.578E-05;6.340E-05;6.812E-05;6.379E-05;1.920E-05;-7.318E-06;-3.147E-05;2.369E-05;1.280E-04;6.761E-05;-7.237E-05;6.306E-05;1.826E-05;2.596E-05;7.163E-05;1.133E-04;9.619E-05;5.069E-05;3.692E-05;1.816E-05;1.202E-04;-1.195E-05;-1.871E-05;-2.511E-05;1.946E-05;-1.106E-05;-1.048E-04;-6.430E-05;-6.344E-05;3.876E-07;2.962E-05;8.190E-05;4.905E-05;-1.597E-05;2.705E-05;3.769E-05;6.998E-06;4.192E-05;-2.581E-05;-2.717E-05;9.104E-07;-7.528E-05;2.521E-05;-6.464E-05;-7.570E-05;-1.212E-04;-9.761E-05;-7.980E-05;-9.335E-05;-3.085E-05;-4.471E-05;
38;-3.590E-05;-3.620E-05;-8.236E-05;-1.235E-04;-8.096E-05;-1.051E-04;-8.787E-05;-1.419E-04;-8.804E-05;-8.332E-05;-9.935E-05;-1.312E-04;-7.106E-05;-4.425E-05;-1.100E-04;-8.483E-06;-1.166E-04;-8.831E-05;-1.023E-04;-3.071E-05;-8.359E-05;-5.966E-05;-1.774E-05;-5.411E-05;-6.411E-05;-2.091E-05;-2.339E-06;9.798E-05;1.012E-05;5.297E-05;6.137E-05;6.794E-05;6.428E-05;2.002E-05;-5.470E-06;-2.741E-05;2.342E-05;1.285E-04;6.577E-05;-6.631E-05;6.424E-05;1.968E-05;2.657E-05;7.254E-05;1.163E-04;9.404E-05;4.984E-05;3.865E-05;2.297E-05;1.251E-04;-1.125E-05;-1.677E-05;-1.987E-05;1.549E-05;-1.496E-05;-1.016E-04;-6.279E-05;-6.392E-05;5.143E-06;2.974E-05;9.014E-05;5.026E-05;-1.603E-05;3.156E-05;3.566E-05;7.483E-06;4.528E-05;-2.566E-05;-1.984E-05;-3.208E-06;-6.995E-05;2.773E-05;-6.709E-05;-7.031E-05;-1.206E-04;-9.274E-05;-7.662E-05;-9.017E-05;-2.594E-05;-4.874E-05;
39;-3.402E-05;-4.014E-05;-8.381E-05;-1.234E-04;-8.892E-05;-1.058E-04;-8.741E-05;-1.437E-04;-8.502E-05;-8.498E-05;-9.904E-05;-1.268E-04;-6.818E-05;-4.346E-05;-1.112E-04;-1.042E-05;-1.166E-04;-8.552E-05;-1.008E-04;-3.547E-05;-7.887E-05;-5.878E-05;-1.941E-05;-5.532E-05;-6.263E-05;-1.985E-05;-2.279E-06;9.695E-05;1.736E-05;4.979E-05;5.874E-05;6.803E-05;6.540E-05;2.065E-05;-3.047E-06;-2.323E-05;2.393E-05;1.279E-04;6.407E-05;-5.899E-05;6.221E-05;1.877E-05;2.872E-05;7.321E-05;1.178E-04;9.343E-05;4.969E-05;4.086E-05;2.621E-05;1.292E-04;-1.013E-05;-1.508E-05;-1.448E-05;7.499E-06;-1.793E-05;-9.703E-05;-6.312E-05;-6.271E-05;9.140E-06;2.993E-05;9.711E-05;5.359E-05;-1.821E-05;3.362E-05;3.421E-05;7.240E-06;4.704E-05;-2.539E-05;-1.615E-05;-7.721E-06;-6.468E-05;3.063E-05;-7.036E-05;-6.670E-05;-1.183E-04;-8.825E-05;-7.132E-05;-8.941E-05;-2.010E-05;-5.189E-05;
40;-3.236E-05;-4.141E-05;-8.345E-05;-1.226E-04;-9.756E-05;-1.057E-04;-8.684E-05;-1.425E-04;-8.283E-05;-8.844E-05;-1.017E-04;-1.229E-04;-6.600E-05;-4.328E-05;-1.109E-04;-1.169E-05;-1.165E-04;-8.286E-05;-9.993E-05;-3.880E-05;-7.687E-05;-5.797E-05;-1.847E-05;-5.750E-05;-6.229E-05;-1.876E-05;-2.430E-06;9.704E-05;2.890E-05;4.812E-05;5.686E-05;6.815E-05;6.667E-05;2.117E-05;7.686E-07;-2.021E-05;2.490E-05;1.264E-04;6.304E-05;-5.269E-05;5.988E-05;1.526E-05;3.008E-05;7.539E-05;1.191E-04;9.498E-05;4.999E-05;4.559E-05;2.712E-05;1.317E-04;-8.711E-06;-1.459E-05;-9.115E-06;-9.811E-07;-1.941E-05;-9.276E-05;-6.440E-05;-5.917E-05;1.326E-05;2.959E-05;1.008E-04;5.968E-05;-2.103E-05;3.244E-05;3.318E-05;7.695E-06;4.661E-05;-2.454E-05;-1.521E-05;-1.154E-05;-6.001E-05;3.342E-05;-7.442E-05;-6.580E-05;-1.161E-04;-8.495E-05;-6.454E-05;-8.944E-05;-1.368E-05;-5.513E-05;
41;-3.169E-05;-4.014E-05;-8.266E-05;-1.233E-04;-1.050E-04;-1.047E-04;-8.714E-05;-1.390E-04;-8.078E-05;-9.274E-05;-1.060E-04;-1.208E-04;-6.466E-05;-4.455E-05;-1.099E-04;-1.188E-05;-1.167E-04;-8.092E-05;-9.972E-05;-3.741E-05;-7.772E-05;-5.993E-05;-1.544E-05;-5.829E-05;-6.329E-05;-1.800E-05;-3.096E-06;9.719E-05;4.225E-05;4.652E-05;5.574E-05;6.900E-05;6.785E-05;2.192E-05;2.768E-06;-1.778E-05;2.669E-05;1.244E-04;6.340E-05;-4.963E-05;5.843E-05;1.253E-05;2.899E-05;7.708E-05;1.207E-04;9.773E-05;5.112E-05;5.192E-05;2.797E-05;1.321E-04;-7.257E-06;-1.517E-05;-4.390E-06;-8.280E-06;-1.854E-05;-8.912E-05;-6.518E-05;-5.350E-05;1.726E-05;2.938E-05;1.024E-04;6.513E-05;-2.079E-05;3.150E-05;3.182E-05;8.906E-06;4.377E-05;-2.481E-05;-1.736E-05;-1.375E-05;-5.556E-05;3.530E-05;-7.803E-05;-6.719E-05;-1.140E-04;-8.323E-05;-5.642E-05;-9.123E-05;-8.045E-06;-5.695E-05;
