Samples;2048;Curves ;80;SampleDist;4.883E-04;Stímulus;Flimmer 4Hz
Point;Curve_1;Curve_2;Curve_3;Curve_4;Curve_5;Curve_6;Curve_7;Curve_8;Curve_9;Curve_10;Curve_11;Curve_12;Curve_13;Curve_14;Curve_15;Curve_16;Curve_17;Curve_18;Curve_19;Curve_20;Curve_21;Curve_22;Curve_23;Curve_24;Curve_25;Curve_26;Curve_27;Curve_28;Curve_29;Curve_30;Curve_31;Curve_32;Curve_33;Curve_34;Curve_35;Curve_36;Curve_37;Curve_38;Curve_39;Curve_40;Curve_41;Curve_42;Curve_43;Curve_44;Curve_45;Curve_46;Curve_47;Curve_48;Curve_49;Curve_50;Curve_51;Curve_52;Curve_53;Curve_54;Curve_55;Curve_56;Curve_57;Curve_58;Curve_59;Curve_60;Curve_61;Curve_62;Curve_63;Curve_64;Curve_65;Curve_66;Curve_67;Curve_68;Curve_69;Curve_70;Curve_71;Curve_72;Curve_73;Curve_74;Curve_75;Curve_76;Curve_77;Curve_78;Curve_79;Curve_80;
1669;-1.385E-05;1.601E-05;1.051E-04;1.172E-04;-6.093E-06;5.644E-06;6.917E-05;2.341E-05;1.053E-04;4.228E-05;1.698E-04;3.727E-05;5.645E-05;1.472E-05;2.233E-05;2.226E-05;3.851E-05;3.934E-05;8.522E-06;8.798E-05;5.039E-05;-2.474E-05;2.820E-05;1.798E-06;-8.913E-05;-1.386E-04;-1.025E-04;-7.287E-05;-5.297E-05;-1.527E-05;-5.429E-05;-2.901E-05;1.093E-04;8.522E-05;5.746E-05;4.749E-06;-3.291E-05;-3.605E-05;6.830E-07;5.463E-06;-7.389E-05;4.688E-06;-6.190E-05;-7.002E-05;-3.819E-05;3.937E-05;6.807E-06;-3.612E-05;-2.533E-05;-2.548E-05;1.643E-05;8.123E-05;-2.513E-06;-2.630E-05;3.377E-05;-1.038E-05;-3.339E-06;-1.083E-05;4.324E-05;-4.076E-05;-7.598E-05;1.040E-04;-9.735E-06;-4.240E-05;1.184E-04;3.104E-05;1.373E-04;7.901E-05;-1.399E-06;-1.302E-05;-5.005E-05;6.882E-05;1.479E-04;1.770E-05;8.918E-05;8.410E-05;1.033E-05;-1.912E-05;1.287E-04;9.627E-05;
1670;-1.503E-05;1.625E-05;1.053E-04;1.159E-04;-7.880E-06;5.826E-06;6.647E-05;2.189E-05;1.042E-04;3.928E-05;1.696E-04;3.821E-05;5.860E-05;1.641E-05;2.188E-05;2.329E-05;3.705E-05;4.137E-05;6.251E-06;8.976E-05;5.030E-05;-2.226E-05;2.917E-05;-1.201E-06;-8.901E-05;-1.312E-04;-1.028E-04;-7.620E-05;-5.054E-05;-1.739E-05;-5.490E-05;-2.958E-05;1.121E-04;8.695E-05;5.671E-05;6.264E-06;-3.097E-05;-3.674E-05;1.137E-06;4.797E-06;-7.317E-05;1.539E-06;-6.138E-05;-7.380E-05;-3.897E-05;3.746E-05;7.534E-06;-3.697E-05;-2.539E-05;-2.572E-05;1.431E-05;8.090E-05;-2.089E-06;-2.554E-05;3.116E-05;-7.715E-06;-2.794E-06;-1.201E-05;4.067E-05;-4.340E-05;-7.704E-05;1.052E-04;-8.190E-06;-4.352E-05;1.216E-04;3.192E-05;1.390E-04;7.813E-05;-8.841E-07;-1.387E-05;-4.690E-05;6.707E-05;1.477E-04;1.473E-05;8.806E-05;8.907E-05;7.904E-06;-1.930E-05;1.269E-04;9.627E-05;
1671;-1.618E-05;1.583E-05;1.041E-04;1.139E-04;-9.727E-06;6.644E-06;6.420E-05;2.123E-05;1.035E-04;3.743E-05;1.681E-04;3.985E-05;5.999E-05;1.717E-05;2.039E-05;2.398E-05;3.590E-05;4.289E-05;4.010E-06;9.013E-05;5.070E-05;-2.120E-05;2.914E-05;-5.138E-06;-8.846E-05;-1.280E-04;-1.029E-04;-8.077E-05;-4.767E-05;-1.908E-05;-5.765E-05;-2.795E-05;1.092E-04;8.634E-05;5.643E-05;9.444E-06;-2.840E-05;-3.829E-05;1.894E-06;4.463E-06;-7.265E-05;2.448E-08;-6.102E-05;-7.783E-05;-4.273E-05;3.468E-05;8.382E-06;-3.612E-05;-2.606E-05;-2.735E-05;1.188E-05;7.884E-05;-2.846E-06;-2.233E-05;2.832E-05;-5.989E-06;-2.945E-06;-1.350E-05;4.000E-05;-4.421E-05;-7.770E-05;1.060E-04;-8.523E-06;-4.449E-05;1.244E-04;3.238E-05;1.403E-04;7.686E-05;-1.944E-06;-1.475E-05;-4.372E-05;6.613E-05;1.483E-04;1.162E-05;8.409E-05;7.708E-05;6.390E-06;-1.951E-05;1.244E-04;9.609E-05;
1672;-1.815E-05;1.495E-05;1.035E-04;1.132E-04;-8.788E-06;1.031E-05;6.502E-05;2.298E-05;1.048E-04;3.931E-05;1.692E-04;4.421E-05;6.108E-05;1.805E-05;1.791E-05;2.426E-05;3.460E-05;4.380E-05;1.768E-06;8.840E-05;5.094E-05;-2.226E-05;2.923E-05;-9.075E-06;-8.907E-05;-1.281E-04;-1.020E-04;-8.546E-05;-4.533E-05;-2.057E-05;-5.898E-05;-2.613E-05;1.067E-04;8.437E-05;5.362E-05;1.187E-05;-2.564E-05;-4.026E-05;1.773E-06;5.281E-06;-7.099E-05;-3.216E-06;-6.078E-05;-8.010E-05;-4.785E-05;3.177E-05;8.746E-06;-3.488E-05;-2.679E-05;-3.032E-05;9.855E-06;7.714E-05;-4.390E-06;-2.012E-05;2.804E-05;-6.110E-06;-4.126E-06;-1.486E-05;4.003E-05;-4.461E-05;-7.931E-05;1.056E-04;-9.644E-06;-4.500E-05;1.269E-04;3.298E-05;1.414E-04;7.631E-05;-3.549E-06;-1.560E-05;-4.190E-05;6.555E-05;1.485E-04;1.059E-05;8.115E-05;5.345E-05;5.663E-06;-2.039E-05;1.222E-04;9.630E-05;
1673;-1.891E-05;1.622E-05;1.061E-04;1.129E-04;-7.274E-06;1.303E-05;6.608E-05;2.301E-05;1.053E-04;4.116E-05;1.697E-04;4.812E-05;6.096E-05;2.147E-05;1.849E-05;2.401E-05;3.281E-05;4.392E-05;-1.699E-07;8.579E-05;5.124E-05;-2.429E-05;2.944E-05;-1.192E-05;-9.052E-05;-1.303E-04;-1.003E-04;-8.868E-05;-4.400E-05;-2.163E-05;-5.838E-05;-2.707E-05;1.063E-04;8.398E-05;4.859E-05;8.535E-06;-2.307E-05;-4.162E-05;1.228E-06;6.281E-06;-6.896E-05;-5.972E-06;-6.150E-05;-8.104E-05;-5.163E-05;2.962E-05;8.261E-06;-3.467E-05;-2.830E-05;-3.259E-05;8.795E-06;7.669E-05;-5.420E-06;-1.997E-05;2.850E-05;-4.535E-06;-5.762E-06;-1.607E-05;3.988E-05;-4.482E-05;-8.128E-05;1.044E-04;-1.031E-05;-4.464E-05;1.282E-04;3.386E-05;1.420E-04;7.680E-05;-4.730E-06;-1.593E-05;-4.142E-05;6.537E-05;1.485E-04;1.131E-05;8.106E-05;2.644E-05;2.392E-06;-2.069E-05;1.215E-04;9.551E-05;
1674;-1.912E-05;1.704E-05;1.080E-04;1.096E-04;-7.728E-06;1.370E-05;6.544E-05;2.210E-05;1.048E-04;4.137E-05;1.673E-04;5.018E-05;5.936E-05;2.386E-05;2.006E-05;2.535E-05;3.166E-05;4.380E-05;-1.200E-06;8.325E-05;5.115E-05;-2.489E-05;2.954E-05;-1.253E-05;-9.119E-05;-1.325E-04;-9.786E-05;-9.004E-05;-4.240E-05;-2.302E-05;-5.811E-05;-2.749E-05;1.068E-04;8.428E-05;4.359E-05;5.385E-06;-2.340E-05;-4.292E-05;2.046E-06;7.250E-06;-6.693E-05;-8.032E-06;-6.417E-05;-8.183E-05;-5.406E-05;2.759E-05;8.049E-06;-3.531E-05;-2.909E-05;-3.423E-05;8.280E-06;7.748E-05;-5.632E-06;-1.979E-05;2.798E-05;-3.203E-06;-5.459E-06;-1.865E-05;3.976E-05;-4.428E-05;-8.185E-05;1.048E-04;-1.098E-05;-4.388E-05;1.285E-04;3.435E-05;1.421E-04;7.689E-05;-6.305E-06;-1.544E-05;-4.115E-05;6.607E-05;1.484E-04;1.168E-05;8.254E-05;3.270E-06;-4.245E-07;-2.257E-05;1.222E-04;9.500E-05;
1675;-2.055E-05;1.601E-05;1.083E-04;1.053E-04;-8.970E-06;1.422E-05;6.444E-05;2.241E-05;1.047E-04;4.131E-05;1.639E-04;5.199E-05;5.739E-05;2.450E-05;1.940E-05;2.595E-05;3.333E-05;4.428E-05;-2.472E-06;8.053E-05;5.067E-05;-2.511E-05;2.899E-05;-1.129E-05;-8.973E-05;-1.338E-04;-9.465E-05;-9.028E-05;-4.046E-05;-2.432E-05;-5.865E-05;-2.795E-05;1.054E-04;8.452E-05;4.035E-05;4.083E-06;-2.404E-05;-4.516E-05;2.561E-06;9.097E-06;-6.469E-05;-9.667E-06;-6.732E-05;-8.404E-05;-5.515E-05;2.477E-05;8.534E-06;-3.573E-05;-2.933E-05;-3.635E-05;7.220E-06;7.857E-05;-5.935E-06;-1.927E-05;2.701E-05;-4.475E-06;-3.975E-06;-2.080E-05;3.897E-05;-4.315E-05;-8.052E-05;1.053E-04;-1.140E-05;-4.343E-05;1.291E-04;3.447E-05;1.421E-04;7.649E-05;-8.062E-06;-1.435E-05;-4.112E-05;6.695E-05;1.489E-04;1.158E-05;8.433E-05;-7.875E-06;-1.424E-06;-2.405E-05;1.217E-04;9.709E-05;
1676;-2.227E-05;1.359E-05;1.086E-04;1.017E-04;-9.364E-06;1.537E-05;6.335E-05;2.253E-05;1.055E-04;4.164E-05;1.607E-04;5.423E-05;5.536E-05;2.492E-05;1.637E-05;2.477E-05;3.423E-05;4.595E-05;-3.138E-06;7.607E-05;4.955E-05;-2.583E-05;2.766E-05;-8.651E-06;-8.637E-05;-1.339E-04;-9.129E-05;-9.122E-05;-3.852E-05;-2.475E-05;-5.923E-05;-2.892E-05;1.022E-04;8.501E-05;3.784E-05;4.265E-06;-2.464E-05;-4.622E-05;1.470E-06;9.400E-06;-6.302E-05;-1.191E-05;-6.977E-05;-8.628E-05;-5.663E-05;2.223E-05;9.503E-06;-3.561E-05;-3.018E-05;-3.950E-05;5.675E-06;7.875E-05;-6.177E-06;-1.900E-05;2.726E-05;-6.685E-06;-4.581E-06;-2.058E-05;3.912E-05;-4.294E-05;-7.873E-05;1.046E-04;-1.234E-05;-4.388E-05;1.295E-04;3.480E-05;1.431E-04;7.574E-05;-1.042E-05;-1.335E-05;-4.115E-05;6.837E-05;1.496E-04;1.059E-05;8.588E-05;-5.482E-06;-1.939E-06;-2.345E-05;1.206E-04;9.796E-05;
1677;-2.318E-05;1.077E-05;1.090E-04;9.947E-05;-9.455E-06;1.637E-05;6.144E-05;2.174E-05;1.058E-04;4.246E-05;1.579E-04;5.684E-05;5.381E-05;2.565E-05;1.258E-05;2.386E-05;3.430E-05;4.607E-05;-2.563E-06;7.277E-05;4.682E-05;-2.826E-05;2.626E-05;-4.653E-06;-8.122E-05;-1.329E-04;-8.862E-05;-9.267E-05;-3.834E-05;-2.593E-05;-5.950E-05;-2.931E-05;9.926E-05;8.646E-05;3.472E-05;4.961E-06;-2.567E-05;-4.583E-05;1.319E-06;8.158E-06;-6.093E-05;-1.463E-05;-7.259E-05;-8.707E-05;-5.875E-05;2.002E-05;1.044E-05;-3.455E-05;-3.115E-05;-4.247E-05;4.857E-06;7.714E-05;-7.540E-06;-1.897E-05;2.832E-05;-8.836E-06;-6.307E-06;-2.125E-05;4.103E-05;-4.352E-05;-7.819E-05;1.038E-04;-1.364E-05;-4.509E-05;1.299E-04;3.583E-05;1.443E-04;7.589E-05;-1.273E-05;-1.357E-05;-3.894E-05;7.010E-05;1.515E-04;8.496E-06;8.697E-05;1.968E-06;-3.302E-06;-2.154E-05;1.214E-04;9.787E-05;
1678;-2.339E-05;8.892E-06;1.093E-04;9.741E-05;-1.058E-05;1.733E-05;5.890E-05;2.053E-05;1.052E-04;4.376E-05;1.555E-04;5.950E-05;5.257E-05;2.631E-05;8.583E-06;2.395E-05;3.487E-05;4.443E-05;-1.684E-06;7.153E-05;4.637E-05;-3.147E-05;2.593E-05;-2.012E-07;-7.471E-05;-1.304E-04;-8.717E-05;-9.267E-05;-3.985E-05;-2.823E-05;-6.123E-05;-2.971E-05;9.871E-05;8.586E-05;3.214E-05;5.688E-06;-2.643E-05;-4.559E-05;1.894E-06;7.431E-06;-5.975E-05;-1.624E-05;-7.483E-05;-8.734E-05;-5.999E-05;1.605E-05;1.087E-05;-3.243E-05;-3.175E-05;-4.471E-05;4.464E-06;7.566E-05;-9.024E-06;-1.873E-05;2.989E-05;-9.593E-06;-8.639E-06;-2.373E-05;4.052E-05;-4.243E-05;-7.707E-05;1.027E-04;-1.510E-05;-4.582E-05;1.289E-04;3.568E-05;1.452E-04;7.634E-05;-1.406E-05;-1.411E-05;-3.403E-05;7.049E-05;1.535E-04;6.830E-06;8.791E-05;7.601E-06;-4.604E-06;-1.924E-05;1.231E-04;9.969E-05;
1679;-2.397E-05;7.862E-06;1.100E-04;9.535E-05;-1.176E-05;1.773E-05;5.635E-05;1.850E-05;1.034E-04;4.515E-05;1.539E-04;6.162E-05;5.184E-05;2.662E-05;4.737E-06;2.450E-05;3.669E-05;4.201E-05;-6.545E-07;6.947E-05;4.849E-05;-3.153E-05;2.623E-05;3.675E-06;-6.956E-05;-1.277E-04;-8.775E-05;-9.216E-05;-4.076E-05;-3.017E-05;-6.395E-05;-3.022E-05;1.013E-04;8.380E-05;2.978E-05;6.173E-06;-2.740E-05;-4.574E-05;1.349E-06;7.674E-06;-6.244E-05;-1.860E-05;-7.616E-05;-8.776E-05;-6.078E-05;1.272E-05;1.171E-05;-3.098E-05;-3.242E-05;-4.601E-05;4.100E-06;7.463E-05;-1.017E-05;-1.933E-05;3.144E-05;-1.002E-05;-1.043E-05;-2.716E-05;3.870E-05;-4.246E-05;-7.337E-05;1.012E-04;-1.679E-05;-4.552E-05;1.275E-04;3.407E-05;1.454E-04;7.552E-05;-1.485E-05;-1.426E-05;-2.782E-05;6.873E-05;1.551E-04;5.558E-06;9.015E-05;1.021E-05;-4.241E-06;-1.697E-05;1.240E-04;1.019E-04;
1680;-2.466E-05;7.135E-06;1.106E-04;9.308E-05;-1.215E-05;1.718E-05;5.339E-05;1.635E-05;1.004E-04;4.624E-05;1.534E-04;6.196E-05;5.197E-05;2.513E-05;2.798E-06;2.547E-05;3.860E-05;3.974E-05;3.752E-07;6.699E-05;4.912E-05;-2.807E-05;2.793E-05;6.189E-06;-6.738E-05;-1.252E-04;-8.905E-05;-9.149E-05;-4.176E-05;-3.186E-05;-6.710E-05;-3.216E-05;1.042E-04;8.253E-05;2.794E-05;5.749E-06;-2.831E-05;-4.447E-05;-6.193E-07;6.947E-06;-6.553E-05;-2.354E-05;-7.940E-05;-8.906E-05;-6.130E-05;1.105E-05;1.289E-05;-2.916E-05;-3.324E-05;-4.646E-05;4.161E-06;7.408E-05;-1.090E-05;-2.045E-05;3.134E-05;-1.038E-05;-1.261E-05;-3.025E-05;3.746E-05;-4.412E-05;-7.062E-05;1.014E-04;-1.828E-05;-4.585E-05;1.261E-04;3.229E-05;1.441E-04;7.392E-05;-1.530E-05;-1.487E-05;-2.201E-05;6.731E-05;1.553E-04;5.346E-06;9.242E-05;1.166E-05;-3.907E-06;-1.609E-05;1.245E-04;1.031E-04;
1681;-2.597E-05;5.197E-06;1.102E-04;9.108E-05;-1.200E-05;1.730E-05;5.030E-05;1.393E-05;9.640E-05;4.676E-05;1.540E-04;6.205E-05;5.245E-05;2.207E-05;2.344E-06;2.650E-05;3.932E-05;3.738E-05;1.829E-06;6.653E-05;4.876E-05;-2.432E-05;3.208E-05;7.249E-06;-6.890E-05;-1.228E-04;-9.038E-05;-9.176E-05;-4.279E-05;-3.492E-05;-6.955E-05;-3.458E-05;1.059E-04;8.222E-05;2.669E-05;3.144E-06;-2.882E-05;-4.471E-05;-2.558E-06;6.129E-06;-6.653E-05;-2.757E-05;-8.461E-05;-9.264E-05;-5.960E-05;1.157E-05;1.453E-05;-2.692E-05;-3.318E-05;-4.665E-05;4.433E-06;7.342E-05;-1.114E-05;-2.127E-05;2.965E-05;-1.011E-05;-1.479E-05;-3.340E-05;3.740E-05;-4.546E-05;-7.016E-05;1.011E-04;-1.797E-05;-4.543E-05;1.228E-04;3.086E-05;1.420E-04;7.256E-05;-1.572E-05;-1.578E-05;-1.543E-05;6.713E-05;1.544E-04;5.861E-06;9.357E-05;1.205E-05;-3.938E-06;-1.648E-05;1.248E-04;1.040E-04;
1682;-2.784E-05;1.563E-06;1.107E-04;8.923E-05;-1.239E-05;1.849E-05;4.800E-05;1.138E-05;9.246E-05;4.621E-05;1.552E-04;6.256E-05;5.321E-05;1.962E-05;2.829E-06;2.619E-05;3.829E-05;3.553E-05;3.434E-06;6.793E-05;4.867E-05;-2.017E-05;3.447E-05;9.369E-06;-7.059E-05;-1.207E-04;-9.156E-05;-9.304E-05;-4.355E-05;-3.832E-05;-7.198E-05;-3.607E-05;1.068E-04;8.201E-05;2.630E-05;-7.020E-07;-2.782E-05;-4.598E-05;-2.618E-06;7.007E-06;-6.672E-05;-2.896E-05;-8.819E-05;-9.597E-05;-5.927E-05;1.311E-05;1.713E-05;-2.683E-05;-3.321E-05;-4.655E-05;4.797E-06;7.239E-05;-1.117E-05;-2.158E-05;2.816E-05;-8.200E-06;-1.718E-05;-3.579E-05;3.619E-05;-4.727E-05;-6.980E-05;9.999E-05;-1.834E-05;-4.316E-05;1.203E-04;2.829E-05;1.388E-04;7.219E-05;-1.575E-05;-1.672E-05;-4.531E-06;6.698E-05;1.540E-04;6.376E-06;9.402E-05;1.236E-05;-4.301E-06;-1.742E-05;1.236E-04;1.050E-04;
1683;-3.033E-05;-1.042E-06;1.120E-04;8.872E-05;-1.342E-05;1.991E-05;4.715E-05;8.959E-06;8.882E-05;4.570E-05;1.564E-04;6.271E-05;5.303E-05;1.871E-05;4.070E-06;2.568E-05;3.675E-05;3.344E-05;4.858E-06;6.977E-05;4.979E-05;-1.672E-05;3.484E-05;9.339E-06;-7.132E-05;-1.196E-04;-9.326E-05;-9.461E-05;-4.424E-05;-4.128E-05;-7.376E-05;-3.706E-05;1.089E-04;8.034E-05;2.642E-05;-4.124E-06;-2.640E-05;-4.677E-05;-8.313E-07;8.128E-06;-6.735E-05;-2.823E-05;-8.852E-05;-9.670E-05;-5.978E-05;1.242E-05;1.774E-05;-2.740E-05;-3.521E-05;-4.619E-05;4.857E-06;7.087E-05;-1.154E-05;-2.167E-05;2.677E-05;-4.929E-06;-1.897E-05;-3.739E-05;3.358E-05;-4.864E-05;-6.813E-05;9.890E-05;-2.021E-05;-4.270E-05;1.201E-04;2.762E-05;1.358E-04;7.140E-05;-1.545E-05;-1.772E-05;8.431E-06;6.831E-05;1.540E-04;6.406E-06;9.436E-05;1.242E-05;-4.786E-06;-1.769E-05;1.208E-04;1.055E-04;
1684;-3.314E-05;-1.284E-06;1.140E-04;8.923E-05;-1.469E-05;2.048E-05;4.745E-05;7.384E-06;8.546E-05;4.534E-05;1.565E-04;6.135E-05;5.333E-05;1.850E-05;5.645E-06;2.610E-05;3.620E-05;3.102E-05;5.009E-06;7.117E-05;5.161E-05;-1.481E-05;3.456E-05;6.916E-06;-7.347E-05;-1.177E-04;-9.544E-05;-9.628E-05;-4.373E-05;-4.310E-05;-7.434E-05;-3.752E-05;1.114E-04;7.898E-05;2.666E-05;-5.851E-06;-2.586E-05;-4.744E-05;1.501E-06;8.703E-06;-6.790E-05;-2.654E-05;-8.791E-05;-9.700E-05;-6.036E-05;1.220E-05;1.541E-05;-2.889E-05;-3.617E-05;-4.546E-05;4.403E-06;6.784E-05;-1.317E-05;-2.173E-05;2.526E-05;-2.112E-06;-1.866E-05;-3.909E-05;3.070E-05;-5.042E-05;-6.613E-05;9.878E-05;-2.282E-05;-4.413E-05;1.202E-04;2.850E-05;1.360E-04;6.998E-05;-1.709E-05;-1.775E-05;2.058E-05;7.034E-05;1.540E-04;6.376E-06;9.411E-05;1.326E-05;-4.786E-06;-1.769E-05;1.168E-04;1.059E-04;
1685;-3.460E-05;8.663E-07;1.158E-04;9.029E-05;-1.591E-05;2.006E-05;4.869E-05;6.597E-06;8.446E-05;4.461E-05;1.552E-04;5.863E-05;5.490E-05;1.902E-05;7.584E-06;2.738E-05;3.675E-05;2.835E-05;4.312E-06;7.217E-05;5.351E-05;-1.463E-05;3.465E-05;3.161E-06;-7.592E-05;-1.178E-04;-9.471E-05;-9.773E-05;-4.355E-05;-4.452E-05;-7.473E-05;-3.731E-05;1.138E-04;7.841E-05;2.727E-05;-8.395E-06;-2.634E-05;-4.810E-05;3.621E-06;8.643E-06;-6.717E-05;-2.457E-05;-8.903E-05;-9.851E-05;-5.942E-05;1.239E-05;1.402E-05;-3.188E-05;-3.584E-05;-4.271E-05;4.888E-06;6.439E-05;-1.514E-05;-2.200E-05;2.405E-05;5.831E-07;-1.772E-05;-3.991E-05;2.786E-05;-5.294E-05;-6.474E-05;9.963E-05;-2.512E-05;-4.467E-05;1.191E-04;2.823E-05;1.379E-04;7.137E-05;-1.842E-05;-1.808E-05;3.284E-05;7.200E-05;1.544E-04;6.103E-06;9.354E-05;1.429E-05;-4.422E-06;-1.854E-05;1.127E-04;1.062E-04;
1686;-3.430E-05;5.258E-06;1.173E-04;9.059E-05;-1.712E-05;1.933E-05;4.996E-05;6.446E-06;8.471E-05;4.246E-05;1.535E-04;5.578E-05;5.796E-05;1.977E-05;1.034E-05;2.865E-05;3.814E-05;2.608E-05;3.737E-06;7.289E-05;5.475E-05;-1.466E-05;3.511E-05;4.046E-07;-7.680E-05;-1.211E-04;-9.308E-05;-9.497E-05;-4.361E-05;-4.537E-05;-7.519E-05;-3.837E-05;1.150E-04;7.856E-05;2.778E-05;-1.254E-05;-2.710E-05;-4.962E-05;5.438E-06;6.765E-06;-6.553E-05;-2.193E-05;-9.131E-05;-1.001E-04;-5.590E-05;1.381E-05;1.350E-05;-3.407E-05;-3.672E-05;-4.041E-05;7.674E-06;6.103E-05;-1.702E-05;-2.188E-05;2.286E-05;4.157E-06;-1.724E-05;-4.015E-05;2.543E-05;-5.524E-05;-6.265E-05;9.999E-05;-2.700E-05;-4.528E-05;1.176E-04;2.641E-05;1.387E-04;7.201E-05;-1.715E-05;-1.850E-05;3.935E-05;7.349E-05;1.560E-04;5.770E-06;9.372E-05;1.460E-05;-3.756E-06;-1.905E-05;1.097E-04;1.074E-04;
1687;-3.251E-05;1.050E-05;1.175E-04;8.981E-05;-1.851E-05;1.824E-05;5.136E-05;6.476E-06;8.510E-05;3.958E-05;1.518E-04;5.324E-05;6.114E-05;2.056E-05;1.276E-05;2.992E-05;3.938E-05;2.411E-05;3.343E-06;7.344E-05;5.460E-05;-1.469E-05;3.493E-05;-7.463E-07;-7.625E-05;-1.248E-04;-9.195E-05;-9.104E-05;-3.979E-05;-4.528E-05;-7.507E-05;-3.985E-05;1.136E-04;7.892E-05;2.657E-05;-1.606E-05;-2.901E-05;-5.243E-05;5.347E-06;2.646E-06;-6.344E-05;-1.854E-05;-9.427E-05;-1.011E-04;-5.430E-05;1.808E-05;1.293E-05;-3.431E-05;-3.596E-05;-4.065E-05;9.733E-06;5.952E-05;-1.902E-05;-2.242E-05;2.159E-05;8.094E-06;-1.745E-05;-4.015E-05;2.216E-05;-5.590E-05;-6.193E-05;9.969E-05;-2.818E-05;-4.646E-05;1.174E-04;2.499E-05;1.377E-04;7.013E-05;-1.694E-05;-1.659E-05;3.184E-05;7.285E-05;1.581E-04;5.164E-06;9.351E-05;1.348E-05;-3.907E-06;-1.918E-05;1.088E-04;1.085E-04;
1688;-3.084E-05;1.652E-05;1.162E-04;8.902E-05;-1.975E-05;1.746E-05;5.375E-05;6.355E-06;8.465E-05;3.658E-05;1.505E-04;5.118E-05;6.305E-05;2.150E-05;1.473E-05;3.074E-05;3.984E-05;2.305E-05;3.131E-06;7.386E-05;5.421E-05;-1.617E-05;3.405E-05;-8.069E-07;-7.519E-05;-1.281E-04;-8.911E-05;-8.898E-05;-3.604E-05;-4.262E-05;-7.540E-05;-4.115E-05;1.104E-04;7.789E-05;2.485E-05;-1.754E-05;-3.170E-05;-5.631E-05;4.136E-06;-2.926E-06;-6.145E-05;-1.575E-05;-9.624E-05;-1.012E-04;-5.333E-05;2.311E-05;1.286E-05;-3.464E-05;-3.415E-05;-4.035E-05;9.279E-06;5.879E-05;-2.090E-05;-2.339E-05;2.090E-05;1.136E-05;-1.866E-05;-3.994E-05;1.792E-05;-5.566E-05;-6.065E-05;9.860E-05;-2.869E-05;-4.788E-05;1.173E-04;2.484E-05;1.359E-04;6.756E-05;-1.881E-05;-1.575E-05;1.540E-05;7.237E-05;1.597E-04;4.286E-06;9.287E-05;1.269E-05;-4.634E-06;-2.027E-05;1.104E-04;1.090E-04;
1689;-2.933E-05;2.519E-05;1.147E-04;8.878E-05;-2.084E-05;1.791E-05;5.587E-05;6.476E-06;8.401E-05;3.416E-05;1.490E-04;5.012E-05;6.357E-05;2.238E-05;1.615E-05;3.110E-05;4.044E-05;2.241E-05;2.314E-06;7.413E-05;5.427E-05;-1.920E-05;3.317E-05;7.074E-07;-7.450E-05;-1.296E-04;-8.393E-05;-8.868E-05;-3.607E-05;-3.941E-05;-7.407E-05;-4.179E-05;1.069E-04;7.595E-05;2.406E-05;-1.875E-05;-3.358E-05;-6.003E-05;1.804E-06;-6.863E-06;-5.951E-05;-1.539E-05;-9.712E-05;-9.954E-05;-5.133E-05;2.247E-05;1.408E-05;-3.470E-05;-3.236E-05;-3.950E-05;1.007E-05;5.509E-05;-2.162E-05;-2.321E-05;2.068E-05;1.373E-05;-2.018E-05;-3.803E-05;1.483E-05;-5.536E-05;-5.920E-05;9.726E-05;-2.966E-05;-4.955E-05;1.164E-04;2.532E-05;1.337E-04;6.441E-05;-2.012E-05;-1.647E-05;-7.742E-06;7.288E-05;1.628E-04;2.348E-06;9.145E-05;1.136E-05;-6.088E-06;-2.227E-05;1.123E-04;1.091E-04;
1690;-2.806E-05;3.542E-05;1.130E-04;8.932E-05;-2.166E-05;1.958E-05;5.969E-05;7.899E-06;8.395E-05;3.283E-05;1.470E-04;5.075E-05;6.366E-05;2.265E-05;1.679E-05;3.180E-05;4.114E-05;2.166E-05;2.404E-06;7.429E-05;5.430E-05;-2.332E-05;3.305E-05;3.797E-06;-7.510E-05;-1.299E-04;-7.893E-05;-8.852E-05;-3.734E-05;-3.856E-05;-7.289E-05;-4.012E-05;1.046E-04;7.414E-05;2.385E-05;-2.051E-05;-3.458E-05;-6.288E-05;-8.010E-07;-9.377E-06;-5.817E-05;-1.669E-05;-9.821E-05;-9.733E-05;-5.145E-05;2.096E-05;1.574E-05;-3.379E-05;-3.151E-05;-3.862E-05;1.219E-05;5.079E-05;-2.256E-05;-2.185E-05;2.038E-05;1.451E-05;-2.154E-05;-3.648E-05;1.441E-05;-5.412E-05;-6.032E-05;9.511E-05;-3.193E-05;-5.124E-05;1.144E-04;2.638E-05;1.319E-04;6.120E-05;-2.142E-05;-1.702E-05;-3.364E-05;7.107E-05;1.660E-04;2.105E-06;8.851E-05;9.418E-06;-7.572E-06;-2.526E-05;1.147E-04;1.089E-04;
